group,metric,n,min,q1,median,q3,p95,p99,max,mean,std
ALL,cpu_pct,1439,66.1,69.6,70.6,72.5,93.1,93.962,96.6,74.392,8.703
ALL,ram_pct,1439,10.6,11.0,11.1,11.2,11.3,11.4,11.4,11.116,0.134
4_cams,cpu_pct,1439,66.1,69.6,70.6,72.5,93.1,93.962,96.6,74.392,8.703
4_cams,ram_pct,1439,10.6,11.0,11.1,11.2,11.3,11.4,11.4,11.116,0.134
