iteration,victim,detect_ms,restore_ms,mttr_ms,status
1,cam1,158.0,20.1,178.1,ok
2,cam2,717.4,21.5,738.9,ok
3,cam3,717.5,120.7,838.2,ok
4,cam4,997.6,998.8,1996.4,ok
5,cam1,1176.7,19.7,1196.4,ok
6,cam2,277.1,19.7,296.8,ok
7,cam3,1473.8,1000.1,2473.9,ok
8,cam4,957.3,219.7,1176.9,ok
9,cam1,956.1,1021.9,1977.9,ok
10,cam2,756.0,80.7,836.7,ok
11,cam3,556.2,60.3,616.6,ok
12,cam4,878.7,39.3,918.0,ok
13,cam1,1056.5,1000.1,2056.6,ok
14,cam2,258.6,40.2,298.8,ok
15,cam3,956.9,999.6,1956.5,ok
16,cam4,117.4,20.2,137.7,ok
17,cam1,376.0,20.2,396.2,ok
18,cam2,999.4,1016.7,2016.1,ok
19,cam3,1037.9,1019.5,2057.4,ok
20,cam4,980.3,146.4,1126.7,ok
21,cam1,700.7,16.7,717.3,ok
22,cam2,960.3,1018.9,1979.1,ok
23,cam3,1396.7,59.4,1456.1,ok
24,cam4,997.7,1019.4,2017.1,ok
25,cam1,1435.9,1000.6,2436.5,ok
26,cam2,496.8,79.5,576.4,ok
27,cam3,555.6,65.8,621.4,ok
28,cam4,218.2,160.7,378.9,ok
29,cam1,2495.2,1482.9,3978.1,ok
30,cam2,1240.6,15.4,1256.0,ok
31,cam3,394.0,39.7,433.7,ok
32,cam4,175.3,40.0,215.2,ok
33,cam1,297.1,59.6,356.8,ok
34,cam2,996.3,79.0,1075.4,ok
35,cam3,974.6,1001.7,1976.3,ok
36,cam4,1077.9,1019.7,2097.6,ok
37,cam1,719.0,178.4,897.4,ok
38,cam2,1077.6,40.2,1117.8,ok
39,cam3,1358.2,998.9,2357.1,ok
40,cam4,1077.6,179.9,1257.6,ok
41,cam1,757.2,40.9,798.2,ok
42,cam2,776.2,19.0,795.2,ok
43,cam3,1237.7,25.6,1263.3,ok
44,cam4,837.3,60.5,897.8,ok
45,cam1,1017.1,1000.2,2017.2,ok
46,cam2,77.5,20.3,97.8,ok
47,cam3,876.2,1099.0,1975.1,ok
48,cam4,104.4,132.2,236.6,ok
49,cam1,996.3,999.8,1996.0,ok
50,cam2,955.9,59.9,1015.7,ok
51,cam3,1033.6,999.7,2033.2,ok
52,cam4,1318.4,998.8,2317.1,ok
53,cam1,1374.4,40.0,1414.4,ok
54,cam2,201.1,36.1,237.1,ok
55,cam3,995.9,59.2,1055.2,ok
56,cam4,637.4,38.9,676.3,ok
57,cam1,517.3,20.2,537.5,ok
58,cam2,236.4,39.8,276.2,ok
59,cam3,777.7,79.3,857.0,ok
60,cam4,917.3,59.6,976.9,ok
61,cam1,1438.0,1019.5,2457.5,ok
62,cam2,1035.8,1002.1,2037.9,ok
63,cam3,76.5,119.8,196.4,ok
64,cam4,292.0,220.9,512.9,ok
65,cam1,535.6,61.3,597.0,ok
66,cam2,1037.9,1060.0,2097.9,ok
67,cam3,174.9,200.2,375.1,ok
68,cam4,1119.3,996.8,2116.1,ok
69,cam1,316.4,82.0,398.4,ok
70,cam2,413.9,41.4,455.3,ok
71,cam3,976.3,1020.1,1996.4,ok
72,cam4,1017.6,997.9,2015.6,ok
73,cam1,396.3,81.1,477.5,ok
74,cam2,519.3,58.8,578.1,ok
75,cam3,956.5,1021.3,1977.9,ok
76,cam4,555.3,78.7,634.0,ok
77,cam1,699.3,18.1,717.4,ok
78,cam2,377.2,40.6,417.7,ok
79,cam3,437.2,41.1,478.3,ok
80,cam4,1298.8,998.6,2297.3,ok
81,cam1,1617.5,1062.3,2679.8,ok
82,cam2,580.1,98.5,678.6,ok
83,cam3,296.4,42.3,338.7,ok
84,cam4,836.4,40.6,877.0,ok
85,cam1,456.1,182.7,638.8,ok
86,cam2,1091.0,998.7,2089.7,ok
87,cam3,817.1,59.8,876.8,ok
88,cam4,577.2,59.5,636.7,ok
89,cam1,996.2,1020.3,2016.5,ok
90,cam2,576.7,100.1,676.8,ok
91,cam3,817.8,60.6,878.4,ok
92,cam4,776.3,40.8,817.1,ok
93,cam1,335.9,220.4,556.3,ok
94,cam2,995.8,1000.0,1995.8,ok
95,cam3,177.9,41.4,219.3,ok
96,cam4,675.9,240.7,916.6,ok
97,cam1,616.4,240.4,856.8,ok
98,cam2,878.9,1158.0,2036.9,ok
99,cam3,1078.2,998.0,2076.2,ok
100,cam4,996.4,1019.3,2015.8,ok
