group,metric,n,min,q1,median,q3,p95,p99,max,mean,std
ALL,cpu_pct,1439,57.4,83.9,88.5,92.5,95.7,96.8,97.3,87.496,6.73
ALL,ram_pct,1439,9.8,10.3,10.4,10.4,10.4,10.4,10.5,10.362,0.071
4_cams,cpu_pct,1439,57.4,83.9,88.5,92.5,95.7,96.8,97.3,87.496,6.73
4_cams,ram_pct,1439,9.8,10.3,10.4,10.4,10.4,10.4,10.5,10.362,0.071
