group,metric,n,min,q1,median,q3,p95,p99,max,mean,std
ALL,cpu_pct,1439,56.5,71.7,78.0,84.65,92.0,94.762,96.5,78.104,8.571
ALL,ram_pct,1439,9.2,9.5,9.6,9.6,9.7,9.7,10.5,9.553,0.104
4_cams,cpu_pct,1439,56.5,71.7,78.0,84.65,92.0,94.762,96.5,78.104,8.571
4_cams,ram_pct,1439,9.2,9.5,9.6,9.6,9.7,9.7,10.5,9.553,0.104
