iteration,from,to,latency_ms,status
1,fs,sbs,1233.7,ok
2,sbs,fs,231.1,ok
3,fs,sbs,1285.2,ok
4,sbs,fs,252.7,ok
5,fs,sbs,1316.8,ok
6,sbs,fs,294.8,ok
7,fs,sbs,140.9,ok
8,sbs,fs,257.0,ok
9,fs,sbs,1284.8,ok
10,sbs,fs,208.7,ok
11,fs,sbs,1281.9,ok
12,sbs,fs,207.3,ok
13,fs,sbs,143.1,ok
14,sbs,fs,211.0,ok
15,fs,sbs,1339.7,ok
16,sbs,fs,231.3,ok
17,fs,sbs,1276.7,ok
18,sbs,fs,384.2,ok
19,fs,sbs,1252.9,ok
20,sbs,fs,193.9,ok
21,fs,sbs,1265.4,ok
22,sbs,fs,350.2,ok
23,fs,sbs,1312.6,ok
24,sbs,fs,237.1,ok
25,fs,sbs,1281.5,ok
26,sbs,fs,412.4,ok
27,fs,sbs,1281.8,ok
28,sbs,fs,313.4,ok
29,fs,sbs,1441.2,ok
30,sbs,fs,209.2,ok
31,fs,sbs,1289.0,ok
32,sbs,fs,212.4,ok
33,fs,sbs,1353.2,ok
34,sbs,fs,248.7,ok
35,fs,sbs,1267.2,ok
36,sbs,fs,265.9,ok
37,fs,sbs,1283.2,ok
38,sbs,fs,296.2,ok
39,fs,sbs,138.6,ok
40,sbs,fs,211.6,ok
41,fs,sbs,1224.0,ok
42,sbs,fs,246.4,ok
43,fs,sbs,1285.6,ok
44,sbs,fs,292.8,ok
45,fs,sbs,1242.4,ok
46,sbs,fs,255.0,ok
47,fs,sbs,1697.6,ok
48,sbs,fs,336.3,ok
49,fs,sbs,1249.7,ok
50,sbs,fs,261.0,ok
51,fs,sbs,1318.5,ok
52,sbs,fs,332.1,ok
53,fs,sbs,1261.9,ok
54,sbs,fs,234.8,ok
55,fs,sbs,1255.8,ok
56,sbs,fs,277.4,ok
57,fs,sbs,480.6,ok
58,sbs,fs,674.3,ok
59,fs,sbs,157.2,ok
60,sbs,fs,258.9,ok
61,fs,sbs,1276.6,ok
62,sbs,fs,233.7,ok
63,fs,sbs,1220.4,ok
64,sbs,fs,333.5,ok
65,fs,sbs,1374.2,ok
66,sbs,fs,256.1,ok
67,fs,sbs,1428.4,ok
68,sbs,fs,240.8,ok
69,fs,sbs,1301.8,ok
70,sbs,fs,216.8,ok
71,fs,sbs,1277.9,ok
72,sbs,fs,217.4,ok
73,fs,sbs,151.8,ok
74,sbs,fs,255.0,ok
75,fs,sbs,1283.2,ok
76,sbs,fs,193.8,ok
77,fs,sbs,1238.1,ok
78,sbs,fs,276.4,ok
79,fs,sbs,1338.6,ok
80,sbs,fs,213.5,ok
81,fs,sbs,1293.0,ok
82,sbs,fs,235.9,ok
83,fs,sbs,1294.7,ok
84,sbs,fs,276.6,ok
85,fs,sbs,164.0,ok
86,sbs,fs,253.3,ok
87,fs,sbs,1270.3,ok
88,sbs,fs,259.5,ok
89,fs,sbs,1235.3,ok
90,sbs,fs,255.6,ok
91,fs,sbs,1221.0,ok
92,sbs,fs,355.9,ok
93,fs,sbs,1234.8,ok
94,sbs,fs,215.0,ok
95,fs,sbs,140.1,ok
96,sbs,fs,257.1,ok
97,fs,sbs,1235.2,ok
98,sbs,fs,192.3,ok
99,fs,sbs,561.3,ok
100,sbs,fs,771.8,ok
