group,metric,n,min,q1,median,q3,p95,p99,max,mean,std
ALL,cpu_pct,1439,77.7,83.5,84.4,85.8,97.4,97.7,97.9,86.349,4.993
ALL,ram_pct,1439,10.1,10.6,10.7,10.8,10.9,10.9,11.0,10.664,0.142
4_cams,cpu_pct,1439,77.7,83.5,84.4,85.8,97.4,97.7,97.9,86.349,4.993
4_cams,ram_pct,1439,10.1,10.6,10.7,10.8,10.9,10.9,11.0,10.664,0.142
