timestamp,elapsed_s,cpu_pct,ram_pct,n_cameras_active
2026-07-27 09:47:19,13,38.4,6.7,1
2026-07-27 09:47:24,18,39.3,6.7,1
2026-07-27 09:47:29,23,37.5,6.7,1
2026-07-27 09:47:34,28,36.7,6.7,1
2026-07-27 09:47:39,33,38.8,6.7,1
2026-07-27 09:47:44,38,38.2,6.7,1
2026-07-27 09:47:49,43,37.5,6.8,1
2026-07-27 09:47:54,48,38.3,6.8,1
2026-07-27 09:47:59,53,38.1,6.7,1
2026-07-27 09:48:04,58,37.1,6.8,1
2026-07-27 09:48:09,63,38.1,6.8,1
2026-07-27 09:48:14,68,38.4,6.8,1
2026-07-27 09:48:19,73,38.2,6.8,1
2026-07-27 09:48:24,78,37.5,6.8,1
2026-07-27 09:48:29,83,38.5,6.8,1
2026-07-27 09:48:34,88,38.0,6.8,1
2026-07-27 09:48:39,93,36.1,6.8,1
2026-07-27 09:48:44,98,36.7,6.8,1
2026-07-27 09:48:49,103,36.1,6.8,1
2026-07-27 09:48:54,108,36.8,6.8,1
2026-07-27 09:48:59,113,36.7,6.8,1
2026-07-27 09:49:04,118,38.0,6.8,1
2026-07-27 09:49:09,123,38.4,6.8,1
2026-07-27 09:49:14,128,38.6,6.8,1
2026-07-27 09:49:19,133,38.1,6.8,1
2026-07-27 09:49:24,138,37.1,6.8,1
2026-07-27 09:49:29,143,37.8,6.8,1
2026-07-27 09:49:34,148,37.7,6.8,1
2026-07-27 09:49:39,153,38.3,6.8,1
2026-07-27 09:49:44,158,37.0,6.8,1
2026-07-27 09:49:49,163,35.5,6.8,1
2026-07-27 09:49:54,168,37.5,6.8,1
2026-07-27 09:49:59,173,36.5,6.8,1
2026-07-27 09:50:04,178,35.6,6.8,1
2026-07-27 09:50:09,183,38.5,6.8,1
2026-07-27 09:50:14,188,37.6,6.8,1
2026-07-27 09:50:19,193,38.4,6.8,1
2026-07-27 09:50:24,198,38.6,6.8,1
2026-07-27 09:50:29,203,38.3,6.8,1
2026-07-27 09:50:34,208,37.2,6.8,1
2026-07-27 09:50:39,213,37.0,6.8,1
2026-07-27 09:50:44,218,36.7,6.8,1
2026-07-27 09:50:49,223,36.1,6.8,1
2026-07-27 09:50:54,228,35.4,6.8,1
2026-07-27 09:50:59,233,37.5,6.8,1
2026-07-27 09:51:04,238,35.8,6.8,1
2026-07-27 09:51:09,243,34.2,6.8,1
2026-07-27 09:51:14,248,35.2,6.8,1
2026-07-27 09:51:19,253,37.2,6.8,1
2026-07-27 09:51:24,258,35.1,6.8,1
2026-07-27 09:51:29,263,36.0,6.8,1
2026-07-27 09:51:34,268,37.1,6.8,1
2026-07-27 09:51:39,273,36.6,6.8,1
2026-07-27 09:51:44,278,37.3,6.8,1
2026-07-27 09:51:49,283,36.6,6.8,1
2026-07-27 09:51:54,288,36.5,6.8,1
2026-07-27 09:51:59,293,35.8,6.8,1
2026-07-27 09:52:04,298,33.8,6.8,1
2026-07-27 09:52:10,303,35.5,6.8,1
2026-07-27 09:52:15,308,36.5,6.8,1
2026-07-27 09:52:20,313,35.5,6.8,1
2026-07-27 09:52:25,318,34.0,6.8,1
2026-07-27 09:52:30,323,36.5,6.8,1
2026-07-27 09:52:35,328,36.2,6.8,1
2026-07-27 09:52:40,333,36.3,6.8,1
