group,metric,n,min,q1,median,q3,p95,p99,max,mean,std
ALL,cpu_pct,2064,0.0,93.3,94.4,97.6,98.4,98.8,99.1,94.782,5.945
ALL,ram_pct,2064,0.0,12.2,13.7,14.2,14.7,14.8,14.9,13.184,1.395
0_cams,cpu_pct,7,0.0,0.0,0.0,0.0,26.04,34.968,37.2,5.314,14.06
0_cams,ram_pct,7,0.0,0.0,0.0,0.0,5.11,6.862,7.3,1.043,2.759
4_cams,cpu_pct,2057,37.2,93.3,94.4,97.6,98.4,98.8,99.1,95.087,2.745
4_cams,ram_pct,2057,7.3,12.2,13.8,14.2,14.7,14.8,14.9,13.225,1.195
