iteration,from,to,latency_ms,status
1,cam1,cam2,197.4,ok
2,cam2,cam3,191.3,ok
3,cam3,cam4,194.8,ok
4,cam4,cam1,192.4,ok
5,cam1,cam2,194.8,ok
6,cam2,cam3,193.2,ok
7,cam3,cam4,195.0,ok
8,cam4,cam1,193.9,ok
9,cam1,cam2,194.6,ok
10,cam2,cam3,195.0,ok
11,cam3,cam4,193.4,ok
12,cam4,cam1,191.8,ok
13,cam1,cam2,195.3,ok
14,cam2,cam3,196.2,ok
15,cam3,cam4,192.5,ok
16,cam4,cam1,193.9,ok
17,cam1,cam2,193.1,ok
18,cam2,cam3,195.5,ok
19,cam3,cam4,194.6,ok
20,cam4,cam1,190.9,ok
21,cam1,cam2,195.7,ok
22,cam2,cam3,191.3,ok
23,cam3,cam4,193.5,ok
24,cam4,cam1,195.5,ok
25,cam1,cam2,192.7,ok
26,cam2,cam3,192.0,ok
27,cam3,cam4,195.4,ok
28,cam4,cam1,191.2,ok
29,cam1,cam2,194.5,ok
30,cam2,cam3,196.4,ok
31,cam3,cam4,190.1,ok
32,cam4,cam1,193.5,ok
33,cam1,cam2,194.0,ok
34,cam2,cam3,191.5,ok
35,cam3,cam4,195.0,ok
36,cam4,cam1,194.0,ok
37,cam1,cam2,193.1,ok
38,cam2,cam3,193.0,ok
39,cam3,cam4,192.8,ok
40,cam4,cam1,190.8,ok
41,cam1,cam2,193.1,ok
42,cam2,cam3,190.6,ok
43,cam3,cam4,191.4,ok
44,cam4,cam1,194.5,ok
45,cam1,cam2,192.4,ok
46,cam2,cam3,190.1,ok
47,cam3,cam4,193.4,ok
48,cam4,cam1,192.7,ok
49,cam1,cam2,193.8,ok
50,cam2,cam3,194.3,ok
51,cam3,cam4,194.5,ok
52,cam4,cam1,193.1,ok
53,cam1,cam2,192.7,ok
54,cam2,cam3,191.1,ok
55,cam3,cam4,195.3,ok
56,cam4,cam1,193.1,ok
57,cam1,cam2,190.8,ok
58,cam2,cam3,195.1,ok
59,cam3,cam4,190.5,ok
60,cam4,cam1,194.0,ok
61,cam1,cam2,193.9,ok
62,cam2,cam3,193.1,ok
63,cam3,cam4,193.9,ok
64,cam4,cam1,191.2,ok
65,cam1,cam2,190.6,ok
66,cam2,cam3,192.0,ok
67,cam3,cam4,191.9,ok
68,cam4,cam1,193.0,ok
69,cam1,cam2,194.0,ok
70,cam2,cam3,192.6,ok
71,cam3,cam4,194.7,ok
72,cam4,cam1,194.4,ok
73,cam1,cam2,193.5,ok
74,cam2,cam3,192.9,ok
75,cam3,cam4,192.3,ok
76,cam4,cam1,195.3,ok
77,cam1,cam2,194.6,ok
78,cam2,cam3,194.7,ok
79,cam3,cam4,191.7,ok
80,cam4,cam1,194.0,ok
81,cam1,cam2,192.1,ok
82,cam2,cam3,192.5,ok
83,cam3,cam4,195.6,ok
84,cam4,cam1,190.7,ok
85,cam1,cam2,194.0,ok
86,cam2,cam3,191.8,ok
87,cam3,cam4,192.9,ok
88,cam4,cam1,194.0,ok
89,cam1,cam2,191.2,ok
90,cam2,cam3,191.5,ok
91,cam3,cam4,191.6,ok
92,cam4,cam1,194.8,ok
93,cam1,cam2,193.2,ok
94,cam2,cam3,192.3,ok
95,cam3,cam4,192.2,ok
96,cam4,cam1,193.3,ok
97,cam1,cam2,194.0,ok
98,cam2,cam3,194.5,ok
99,cam3,cam4,193.5,ok
100,cam4,cam1,194.9,ok
