group,cpu_pct,ram_pct,ram_gb
2_cams,21.809,6.436,8.077
2_cams,21.853,6.422,8.059
2_cams,20.724,6.456,8.101
2_cams,22.518,6.471,8.121
2_cams,21.691,6.453,8.097
2_cams,22.547,6.462,8.109
2_cams,27.839,6.458,8.104
2_cams,28.327,6.468,8.117
2_cams,27.683,6.471,8.12
2_cams,26.03,6.449,8.092
2_cams,26.03,6.471,8.12
2_cams,27.149,6.458,8.104
2_cams,25.264,6.477,8.128
2_cams,24.724,6.475,8.125
2_cams,20.955,6.484,8.136
2_cams,24.247,6.482,8.134
2_cams,26.482,6.477,8.128
2_cams,23.526,6.467,8.116
2_cams,21.357,6.47,8.119
2_cams,20.976,6.467,8.116
2_cams,20.573,6.485,8.137
2_cams,22.608,6.498,8.155
2_cams,23.592,6.49,8.145
2_cams,24.008,6.492,8.147
2_cams,21.781,6.495,8.151
2_cams,23.402,6.485,8.138
2_cams,22.613,6.47,8.119
2_cams,22.339,6.49,8.145
2_cams,20.05,6.485,8.138
2_cams,20.915,6.482,8.134
2_cams,22.915,6.484,8.137
2_cams,23.742,6.481,8.134
2_cams,23.819,6.462,8.109
2_cams,23.577,6.475,8.125
2_cams,24.812,6.485,8.137
2_cams,24.711,6.498,8.154
2_cams,25.415,6.508,8.167
2_cams,25.628,6.496,8.152
2_cams,23.224,6.495,8.15
2_cams,20.392,6.479,8.131
2_cams,23.565,6.482,8.134
2_cams,23.085,6.469,8.118
2_cams,23.212,6.474,8.124
2_cams,23.819,6.474,8.124
2_cams,21.594,6.474,8.125
2_cams,25.34,6.463,8.11
2_cams,25.277,6.459,8.106
2_cams,26.118,6.446,8.089
2_cams,25.201,6.471,8.12
2_cams,18.558,6.474,8.124
2_cams,19.447,6.48,8.131
2_cams,18.759,6.482,8.134
2_cams,21.22,6.474,8.125
2_cams,19.124,6.468,8.116
2_cams,18.69,6.477,8.128
2_cams,18.712,6.471,8.12
2_cams,22.44,6.479,8.131
2_cams,24.962,6.468,8.116
2_cams,25.615,6.472,8.122
2_cams,22.329,6.464,8.112
2_cams,20.464,6.471,8.121
2_cams,25.264,6.466,8.114
2_cams,22.787,6.493,8.148
2_cams,20.493,6.512,8.172
2_cams,27.579,6.521,8.182
2_cams,26.647,6.567,8.241
2_cams,27.392,6.575,8.25
2_cams,27.428,6.589,8.268
2_cams,27.008,6.585,8.263
2_cams,21.573,6.566,8.24
2_cams,20.372,6.565,8.239
2_cams,24.409,6.558,8.229
2_cams,22.608,6.558,8.23
2_cams,19.97,6.563,8.235
2_cams,22.194,6.577,8.253
2_cams,21.971,6.576,8.252
2_cams,24.157,6.577,8.254
2_cams,24.497,6.553,8.223
2_cams,29.133,6.552,8.222
2_cams,30.302,6.582,8.26
2_cams,28.119,6.587,8.266
2_cams,25.553,6.573,8.248
2_cams,25.339,6.597,8.279
2_cams,26.801,6.57,8.244
3_cams,29.332,6.615,8.301
3_cams,27.789,6.604,8.287
3_cams,26.677,6.602,8.285
3_cams,35.952,6.618,8.305
3_cams,40.06,6.623,8.312
3_cams,41.307,6.603,8.286
3_cams,40.362,6.614,8.299
3_cams,43.194,6.622,8.31
3_cams,40.371,6.62,8.307
3_cams,40.352,6.654,8.349
3_cams,39.074,6.663,8.361
3_cams,41.395,6.646,8.34
3_cams,40.713,6.646,8.339
3_cams,41.135,6.62,8.307
3_cams,40.503,6.612,8.297
3_cams,38.855,6.614,8.3
3_cams,36.432,6.59,8.269
3_cams,34.32,6.611,8.296
3_cams,34.491,6.626,8.315
3_cams,35.412,6.626,8.314
3_cams,35.578,6.637,8.329
3_cams,34.102,6.635,8.326
3_cams,33.685,6.609,8.294
3_cams,32.814,6.603,8.286
3_cams,34.054,6.577,8.253
3_cams,35.901,6.59,8.27
3_cams,35.075,6.584,8.262
3_cams,32.208,6.595,8.276
3_cams,35.291,6.603,8.285
3_cams,38.303,6.616,8.302
3_cams,38.411,6.616,8.302
3_cams,33.786,6.636,8.327
3_cams,32.866,6.621,8.308
3_cams,32.563,6.636,8.328
3_cams,32.648,6.614,8.299
3_cams,34.741,6.619,8.306
3_cams,27.666,6.612,8.297
3_cams,25.151,6.608,8.292
3_cams,28.378,6.617,8.303
3_cams,27.543,6.647,8.341
3_cams,28.147,6.612,8.297
3_cams,31.743,6.6,8.283
3_cams,31.574,6.623,8.311
3_cams,32.111,6.631,8.321
3_cams,28.773,6.608,8.293
3_cams,30.43,6.605,8.288
3_cams,33.384,6.573,8.249
3_cams,35.395,6.618,8.304
3_cams,35.075,6.618,8.305
3_cams,33.936,6.625,8.314
3_cams,27.909,6.642,8.335
3_cams,28.88,6.646,8.339
3_cams,29.598,6.635,8.327
3_cams,28.636,6.616,8.303
3_cams,35.344,6.641,8.333
3_cams,35.524,6.63,8.32
3_cams,38.624,6.647,8.341
3_cams,39.648,6.648,8.342
3_cams,41.897,6.648,8.343
3_cams,40.01,6.62,8.308
3_cams,37.255,6.596,8.277
3_cams,35.966,6.599,8.281
3_cams,34.458,6.634,8.325
3_cams,31.256,6.652,8.348
3_cams,26.875,6.665,8.364
3_cams,25.68,6.65,8.345
3_cams,26.884,6.675,8.376
3_cams,26.469,6.64,8.332
3_cams,26.295,6.6,8.282
3_cams,27.683,6.611,8.296
3_cams,30.196,6.633,8.323
3_cams,28.945,6.596,8.277
3_cams,26.284,6.602,8.284
3_cams,25.73,6.616,8.302
3_cams,26.472,6.599,8.282
3_cams,27.739,6.607,8.291
3_cams,26.952,6.62,8.307
3_cams,26.192,6.588,8.267
3_cams,25.402,6.589,8.268
3_cams,25.644,6.598,8.279
3_cams,28.054,6.611,8.296
3_cams,29.031,6.639,8.331
3_cams,29.303,6.625,8.314
3_cams,25.013,6.645,8.338
3_cams,29.335,6.611,8.296
3_cams,29.441,6.59,8.27
3_cams,29.361,6.623,8.312
3_cams,28.78,6.626,8.315
3_cams,29.613,6.635,8.326
3_cams,28.327,6.657,8.354
3_cams,29.708,6.629,8.319
3_cams,29.945,6.637,8.328
3_cams,32.263,6.647,8.341
3_cams,31.3,6.644,8.337
3_cams,28.004,6.625,8.314
3_cams,29.587,6.636,8.327
3_cams,32.58,6.621,8.309
3_cams,30.889,6.622,8.31
3_cams,35.775,6.603,8.286
3_cams,38.442,6.609,8.293
3_cams,37.261,6.639,8.331
3_cams,32.965,6.603,8.286
3_cams,30.292,6.601,8.284
3_cams,31.724,6.639,8.332
3_cams,30.905,6.608,8.292
3_cams,29.904,6.631,8.321
3_cams,30.437,6.629,8.318
3_cams,30.723,6.622,8.309
3_cams,29.391,6.659,8.356
3_cams,28.012,6.663,8.362
3_cams,28.111,6.679,8.382
3_cams,29.548,6.662,8.36
3_cams,29.305,6.658,8.355
3_cams,30.03,6.621,8.309
3_cams,30.669,6.635,8.326
3_cams,31.558,6.623,8.311
3_cams,30.382,6.64,8.332
3_cams,30.306,6.626,8.315
3_cams,30.603,6.628,8.318
3_cams,31.36,6.616,8.302
3_cams,31.206,6.631,8.321
3_cams,29.93,6.63,8.32
3_cams,30.533,6.637,8.328
3_cams,33.014,6.655,8.351
3_cams,29.116,6.619,8.305
3_cams,29.002,6.591,8.271
3_cams,28.471,6.62,8.307
3_cams,26.041,6.608,8.292
3_cams,24.724,6.615,8.302
3_cams,27.291,6.626,8.315
3_cams,26.194,6.616,8.302
3_cams,28.054,6.627,8.316
3_cams,29.031,6.617,8.303
3_cams,32.127,6.634,8.325
3_cams,28.924,6.614,8.3
3_cams,28.492,6.627,8.316
3_cams,27.94,6.64,8.332
3_cams,25.378,6.622,8.31
3_cams,26.056,6.638,8.33
3_cams,25.339,6.648,8.343
3_cams,29.06,6.618,8.305
3_cams,29.814,6.654,8.35
3_cams,29.905,6.675,8.376
3_cams,30.804,6.649,8.343
3_cams,29.305,6.631,8.321
3_cams,29.587,6.646,8.34
3_cams,28.212,6.683,8.386
3_cams,28.457,6.662,8.36
3_cams,29.039,6.648,8.343
3_cams,29.678,6.646,8.34
3_cams,27.722,6.589,8.269
3_cams,24.686,6.624,8.312
3_cams,25.515,6.598,8.28
3_cams,28.054,6.584,8.262
3_cams,30.11,6.58,8.257
3_cams,29.488,6.607,8.291
3_cams,32.646,6.622,8.31
3_cams,30.97,6.645,8.339
3_cams,29.024,6.62,8.308
3_cams,28.363,6.597,8.278
3_cams,30.754,6.596,8.277
3_cams,30.221,6.627,8.316
3_cams,30.63,6.599,8.281
3_cams,29.834,6.605,8.288
3_cams,31.64,6.586,8.265
3_cams,27.661,6.596,8.277
3_cams,30.816,6.629,8.319
3_cams,35.596,6.622,8.309
3_cams,34.251,6.623,8.311
3_cams,29.129,6.613,8.299
3_cams,25.429,6.624,8.312
3_cams,25.503,6.623,8.311
3_cams,33.535,6.615,8.301
3_cams,35.309,6.6,8.282
3_cams,34.22,6.625,8.314
3_cams,35.779,6.617,8.304
3_cams,38.411,6.642,8.335
3_cams,30.742,6.629,8.319
3_cams,30.0,6.633,8.324
3_cams,29.879,6.643,8.336
3_cams,30.327,6.633,8.323
3_cams,30.175,6.642,8.335
3_cams,29.468,6.625,8.314
3_cams,28.349,6.605,8.289
3_cams,29.899,6.635,8.326
3_cams,28.384,6.641,8.333
3_cams,31.106,6.622,8.31
3_cams,29.509,6.592,8.272
3_cams,29.915,6.588,8.267
3_cams,32.326,6.603,8.286
3_cams,33.635,6.606,8.29
3_cams,33.4,6.606,8.289
3_cams,36.295,6.624,8.313
3_cams,36.533,6.641,8.334
3_cams,30.487,6.634,8.325
3_cams,28.93,6.629,8.319
3_cams,29.131,6.635,8.326
3_cams,29.769,6.61,8.295
3_cams,31.059,6.608,8.292
3_cams,29.167,6.576,8.252
3_cams,29.518,6.596,8.278
3_cams,27.382,6.612,8.297
3_cams,24.836,6.608,8.292
3_cams,29.925,6.623,8.311
3_cams,29.29,6.646,8.34
3_cams,31.04,6.636,8.327
3_cams,31.658,6.657,8.354
3_cams,32.008,6.647,8.341
3_cams,30.522,6.638,8.33
3_cams,32.446,6.62,8.307
3_cams,27.861,6.583,8.261
3_cams,25.641,6.592,8.272
3_cams,28.514,6.594,8.275
3_cams,30.08,6.603,8.286
3_cams,29.553,6.639,8.331
3_cams,30.684,6.646,8.34
3_cams,29.583,6.633,8.323
3_cams,29.794,6.654,8.35
3_cams,28.786,6.63,8.319
3_cams,29.474,6.624,8.313
3_cams,30.452,6.613,8.299
3_cams,27.711,6.619,8.306
3_cams,38.311,6.651,8.346
3_cams,37.588,6.647,8.341
3_cams,39.529,6.649,8.343
3_cams,36.455,6.623,8.311
3_cams,36.565,6.621,8.309
3_cams,36.309,6.611,8.297
3_cams,34.94,6.629,8.318
3_cams,33.803,6.626,8.315
3_cams,31.241,6.607,8.292
3_cams,31.962,6.618,8.305
3_cams,35.575,6.615,8.301
3_cams,33.953,6.637,8.329
3_cams,29.925,6.643,8.336
3_cams,27.543,6.646,8.34
3_cams,26.043,6.636,8.327
3_cams,31.156,6.659,8.356
3_cams,32.179,6.622,8.309
3_cams,33.92,6.657,8.354
3_cams,30.396,6.644,8.338
3_cams,31.727,6.646,8.34
3_cams,31.14,6.635,8.326
3_cams,31.624,6.616,8.302
3_cams,27.859,6.636,8.327
3_cams,29.031,6.641,8.333
3_cams,30.055,6.647,8.341
3_cams,31.608,6.648,8.342
3_cams,31.109,6.659,8.356
3_cams,32.646,6.647,8.341
3_cams,33.4,6.653,8.348
3_cams,34.07,6.672,8.373
3_cams,33.434,6.663,8.362
3_cams,32.614,6.658,8.355
3_cams,31.823,6.662,8.36
3_cams,29.003,6.657,8.354
3_cams,29.284,6.643,8.337
3_cams,30.522,6.631,8.321
3_cams,31.974,6.645,8.339
3_cams,31.984,6.655,8.351
3_cams,31.036,6.638,8.33
3_cams,30.916,6.639,8.331
3_cams,34.623,6.664,8.363
3_cams,35.847,6.648,8.343
3_cams,34.606,6.666,8.365
3_cams,26.583,6.639,8.331
3_cams,24.837,6.642,8.335
3_cams,24.837,6.65,8.345
3_cams,26.7,6.654,8.35
3_cams,27.104,6.616,8.302
3_cams,25.766,6.624,8.312
3_cams,24.436,6.638,8.329
3_cams,30.618,6.649,8.344
3_cams,33.166,6.646,8.34
3_cams,33.886,6.625,8.314
3_cams,31.658,6.634,8.325
3_cams,27.2,6.627,8.317
3_cams,32.191,6.636,8.327
3_cams,31.209,6.62,8.307
3_cams,26.717,6.628,8.318
3_cams,33.651,6.623,8.311
3_cams,36.998,6.664,8.363
3_cams,36.948,6.713,8.425
3_cams,39.048,6.713,8.424
3_cams,38.071,6.725,8.439
3_cams,30.816,6.748,8.467
3_cams,27.309,6.725,8.439
3_cams,30.371,6.764,8.488
3_cams,30.851,6.767,8.491
3_cams,26.851,6.742,8.46
3_cams,27.47,6.756,8.478
3_cams,30.622,6.769,8.494
3_cams,32.514,6.75,8.47
3_cams,33.283,6.718,8.431
3_cams,37.896,6.696,8.402
3_cams,41.746,6.773,8.499
3_cams,41.268,6.734,8.45
3_cams,34.17,6.744,8.463
3_cams,33.869,6.735,8.451
3_cams,35.439,6.751,8.472
4_cams,35.948,6.779,8.506
4_cams,32.982,6.759,8.482
4_cams,31.463,6.75,8.471
4_cams,51.178,6.768,8.493
4_cams,53.213,6.755,8.477
4_cams,53.731,7.289,9.147
4_cams,56.369,6.955,8.727
4_cams,54.395,6.951,8.723
4_cams,52.41,6.934,8.702
4_cams,51.506,6.924,8.689
4_cams,51.378,6.891,8.647
4_cams,53.012,6.876,8.628
4_cams,51.882,6.891,8.647
4_cams,52.761,6.863,8.612
4_cams,50.627,6.881,8.635
4_cams,47.316,6.891,8.647
4_cams,43.631,6.875,8.627
4_cams,41.671,6.883,8.638
4_cams,44.127,6.839,8.583
4_cams,44.016,6.841,8.584
4_cams,42.607,6.88,8.634
4_cams,42.477,6.838,8.581
4_cams,43.186,6.832,8.574
4_cams,40.946,6.841,8.584
4_cams,43.072,6.822,8.561
4_cams,44.456,6.841,8.584
4_cams,42.671,6.826,8.566
4_cams,40.16,6.819,8.557
4_cams,46.617,6.808,8.544
4_cams,48.4,6.823,8.562
4_cams,46.817,6.841,8.585
4_cams,41.575,6.846,8.591
4_cams,40.804,6.833,8.574
4_cams,41.25,6.856,8.603
4_cams,41.592,6.876,8.629
4_cams,42.161,6.873,8.625
4_cams,30.572,6.889,8.644
4_cams,33.217,6.858,8.606
4_cams,36.419,6.837,8.579
4_cams,34.822,6.817,8.554
4_cams,36.61,6.836,8.579
4_cams,39.83,6.805,8.539
4_cams,38.272,6.811,8.547
4_cams,39.268,6.85,8.596
4_cams,35.273,6.83,8.571
4_cams,37.789,6.839,8.582
4_cams,41.817,6.846,8.591
4_cams,44.06,6.841,8.585
4_cams,46.131,6.863,8.612
4_cams,39.65,6.831,8.571
4_cams,34.152,6.838,8.581
4_cams,35.06,6.867,8.618
4_cams,35.442,6.829,8.57
4_cams,37.569,6.84,8.584
4_cams,46.362,6.839,8.582
4_cams,44.857,6.84,8.584
4_cams,49.499,6.848,8.593
4_cams,52.46,6.835,8.577
4_cams,55.055,6.833,8.575
4_cams,49.573,6.862,8.611
4_cams,47.118,6.855,8.602
4_cams,45.4,6.89,8.646
4_cams,42.535,6.864,8.613
4_cams,38.241,6.854,8.6
4_cams,30.518,6.848,8.594
4_cams,31.69,6.867,8.617
4_cams,33.718,6.849,8.595
4_cams,34.554,6.822,8.561
4_cams,33.216,6.844,8.588
4_cams,34.925,6.818,8.555
4_cams,36.702,6.821,8.559
4_cams,35.897,6.839,8.582
4_cams,33.601,6.838,8.581
4_cams,32.849,6.843,8.587
4_cams,32.983,6.868,8.618
4_cams,34.336,6.864,8.614
4_cams,34.403,6.849,8.595
4_cams,32.814,6.86,8.609
4_cams,32.715,6.862,8.611
4_cams,33.3,6.869,8.62
4_cams,34.403,6.874,8.626
4_cams,36.227,6.868,8.618
4_cams,34.94,6.85,8.596
4_cams,32.112,6.852,8.599
4_cams,36.774,6.841,8.585
4_cams,37.224,6.857,8.604
4_cams,35.99,6.835,8.578
4_cams,35.948,6.834,8.576
4_cams,36.578,6.835,8.577
4_cams,35.435,6.856,8.603
4_cams,35.793,6.879,8.633
4_cams,38.435,6.869,8.619
4_cams,40.471,6.878,8.631
4_cams,37.173,6.865,8.615
4_cams,33.969,6.854,8.601
4_cams,35.807,6.842,8.586
4_cams,39.91,6.84,8.584
4_cams,38.778,6.829,8.57
4_cams,46.111,6.854,8.601
4_cams,48.999,6.82,8.558
4_cams,44.584,6.83,8.571
4_cams,39.006,6.885,8.64
4_cams,37.838,6.876,8.628
4_cams,39.056,6.9,8.658
4_cams,40.652,6.867,8.618
4_cams,37.494,6.87,8.621
4_cams,39.649,6.854,8.601
4_cams,39.619,6.843,8.588
4_cams,36.505,6.848,8.593
4_cams,33.701,6.857,8.604
4_cams,36.423,6.849,8.594
4_cams,36.432,6.846,8.591
4_cams,36.56,6.842,8.585
4_cams,36.044,6.86,8.609
4_cams,38.523,6.848,8.594
4_cams,38.257,6.857,8.605
4_cams,37.475,6.842,8.586
4_cams,36.409,6.853,8.6
4_cams,39.298,6.835,8.577
4_cams,37.481,6.814,8.55
4_cams,37.827,6.849,8.594
4_cams,37.5,6.848,8.593
4_cams,40.311,6.854,8.601
4_cams,39.628,6.838,8.581
4_cams,35.657,6.897,8.655
4_cams,34.972,6.887,8.643
4_cams,34.992,6.906,8.666
4_cams,32.347,6.91,8.671
4_cams,31.642,6.888,8.644
4_cams,31.976,6.88,8.633
4_cams,33.634,6.887,8.643
4_cams,36.022,6.852,8.599
4_cams,37.94,6.854,8.601
4_cams,37.757,6.86,8.609
4_cams,35.93,6.852,8.598
4_cams,34.952,6.852,8.598
4_cams,33.618,6.881,8.635
4_cams,30.599,6.898,8.656
4_cams,33.818,6.902,8.662
4_cams,34.27,6.882,8.637
4_cams,37.111,6.897,8.654
4_cams,36.546,6.893,8.65
4_cams,37.18,6.888,8.644
4_cams,39.165,6.861,8.61
4_cams,36.364,6.885,8.64
4_cams,33.952,6.889,8.645
4_cams,36.533,6.873,8.625
4_cams,36.419,6.894,8.651
4_cams,35.732,6.869,8.619
4_cams,36.373,6.861,8.61
4_cams,33.25,6.873,8.625
4_cams,31.46,6.873,8.624
4_cams,34.623,6.863,8.612
4_cams,36.377,6.864,8.614
4_cams,36.441,6.856,8.603
4_cams,38.272,6.842,8.586
4_cams,39.899,6.846,8.591
4_cams,37.976,6.877,8.629
4_cams,36.409,6.874,8.625
4_cams,36.227,6.875,8.627
4_cams,39.259,6.883,8.637
4_cams,38.825,6.913,8.675
4_cams,41.286,6.919,8.683
4_cams,38.365,6.913,8.676
4_cams,38.886,6.924,8.689
4_cams,37.481,6.926,8.692
4_cams,50.853,6.984,8.765
4_cams,53.287,6.953,8.725
4_cams,46.049,6.953,8.725
4_cams,37.117,6.977,8.755
4_cams,35.815,6.96,8.734
4_cams,38.16,6.98,8.759
4_cams,50.928,6.997,8.78
4_cams,49.17,6.992,8.775
4_cams,49.398,6.971,8.748
4_cams,55.751,6.95,8.722
4_cams,51.509,6.944,8.714
4_cams,40.743,6.943,8.713
4_cams,41.499,6.938,8.707
4_cams,40.351,6.942,8.711
4_cams,40.724,6.926,8.691
4_cams,40.694,6.93,8.697
4_cams,39.009,6.923,8.687
4_cams,39.508,6.916,8.679
4_cams,38.624,6.94,8.709
4_cams,39.395,6.918,8.681
4_cams,41.817,6.915,8.677
4_cams,40.572,6.935,8.703
4_cams,40.784,6.939,8.708
4_cams,44.612,6.949,8.721
4_cams,45.349,6.941,8.71
4_cams,46.707,6.945,8.715
4_cams,49.245,6.961,8.735
4_cams,46.861,6.969,8.745
4_cams,38.581,6.968,8.744
4_cams,38.38,6.968,8.744
4_cams,40.232,6.948,8.719
4_cams,42.555,6.922,8.686
4_cams,41.717,6.935,8.702
4_cams,43.137,6.939,8.708
4_cams,42.362,6.935,8.703
4_cams,35.664,6.931,8.698
4_cams,37.223,6.928,8.694
4_cams,40.815,6.924,8.689
4_cams,40.462,6.913,8.676
4_cams,43.202,6.91,8.672
4_cams,45.281,6.914,8.677
4_cams,43.273,6.913,8.675
4_cams,39.135,6.927,8.692
4_cams,41.298,6.927,8.693
4_cams,37.645,6.915,8.677
4_cams,36.245,6.933,8.701
4_cams,40.854,6.93,8.696
4_cams,41.545,6.955,8.728
4_cams,40.503,6.974,8.752
4_cams,41.558,6.971,8.748
4_cams,38.473,6.968,8.744
4_cams,37.921,6.958,8.732
4_cams,40.201,6.947,8.717
4_cams,43.308,6.94,8.709
4_cams,43.332,6.948,8.719
4_cams,39.789,6.941,8.71
4_cams,52.915,6.956,8.729
4_cams,50.502,6.94,8.709
4_cams,50.452,6.941,8.71
4_cams,52.086,6.942,8.712
4_cams,49.523,6.947,8.717
4_cams,50.907,6.943,8.712
4_cams,47.015,6.957,8.73
4_cams,46.011,6.95,8.721
4_cams,41.478,6.938,8.706
4_cams,44.344,6.943,8.712
4_cams,43.64,6.951,8.723
4_cams,41.428,6.923,8.687
4_cams,35.75,6.938,8.706
4_cams,34.322,6.942,8.711
4_cams,38.485,6.918,8.681
4_cams,38.794,6.931,8.697
4_cams,42.026,6.957,8.73
4_cams,40.501,6.954,8.727
4_cams,38.198,6.929,8.696
4_cams,40.713,6.941,8.71
4_cams,41.78,6.965,8.74
4_cams,39.336,6.954,8.727
4_cams,35.797,6.941,8.71
4_cams,34.822,6.948,8.719
4_cams,39.146,6.95,8.721
4_cams,39.447,6.963,8.737
4_cams,41.717,6.961,8.735
4_cams,39.809,6.962,8.736
4_cams,42.907,6.954,8.726
4_cams,42.499,6.956,8.728
4_cams,43.594,6.948,8.719
4_cams,39.768,6.95,8.722
4_cams,39.648,6.97,8.746
4_cams,35.273,6.97,8.746
4_cams,38.122,6.979,8.758
4_cams,38.543,6.97,8.747
4_cams,40.381,6.955,8.728
4_cams,39.456,6.98,8.76
4_cams,36.633,6.966,8.741
4_cams,41.244,7.013,8.8
4_cams,44.244,6.986,8.767
4_cams,43.474,6.958,8.732
4_cams,40.08,6.956,8.729
4_cams,32.048,6.955,8.728
4_cams,30.955,6.936,8.704
4_cams,30.905,6.944,8.714
4_cams,35.288,6.954,8.727
4_cams,31.106,6.956,8.729
4_cams,31.047,6.946,8.717
4_cams,31.489,6.959,8.733
4_cams,39.698,6.969,8.746
4_cams,43.48,6.954,8.726
4_cams,43.847,6.961,8.735
4_cams,38.585,6.956,8.728
4_cams,33.936,6.942,8.711
4_cams,41.026,6.949,8.72
4_cams,39.659,6.947,8.717
4_cams,31.656,6.935,8.702
4_cams,46.2,6.98,8.759
4_cams,47.765,7.023,8.813
4_cams,48.87,7.045,8.841
4_cams,49.774,7.07,8.872
4_cams,45.166,7.066,8.867
4_cams,34.474,7.077,8.881
4_cams,36.332,7.091,8.898
4_cams,41.88,7.085,8.89
4_cams,39.305,7.087,8.893
4_cams,33.601,7.087,8.894
4_cams,38.914,7.077,8.881
4_cams,40.343,7.061,8.861
4_cams,41.587,7.069,8.871
4_cams,42.42,7.07,8.872
4_cams,51.254,7.053,8.85
4_cams,53.877,7.07,8.872
4_cams,50.83,7.06,8.86
4_cams,41.612,7.063,8.863
4_cams,42.828,7.054,8.852
4_cams,46.386,7.06,8.859
