iteration,from,to,latency_ms,status
1,cam1,cam2,181.2,ok
2,cam2,cam3,192.8,ok
3,cam3,cam4,191.3,ok
4,cam4,cam1,193.3,ok
5,cam1,cam2,190.6,ok
6,cam2,cam3,174.4,ok
7,cam3,cam4,191.7,ok
8,cam4,cam1,174.7,ok
9,cam1,cam2,174.9,ok
10,cam2,cam3,193.7,ok
11,cam3,cam4,174.8,ok
12,cam4,cam1,174.4,ok
13,cam1,cam2,173.7,ok
14,cam2,cam3,176.0,ok
15,cam3,cam4,174.5,ok
16,cam4,cam1,188.8,ok
17,cam1,cam2,193.3,ok
18,cam2,cam3,188.5,ok
19,cam3,cam4,173.5,ok
20,cam4,cam1,174.9,ok
21,cam1,cam2,175.9,ok
22,cam2,cam3,192.7,ok
23,cam3,cam4,174.5,ok
24,cam4,cam1,175.4,ok
25,cam1,cam2,192.5,ok
26,cam2,cam3,176.1,ok
27,cam3,cam4,193.1,ok
28,cam4,cam1,193.0,ok
29,cam1,cam2,173.2,ok
30,cam2,cam3,191.0,ok
31,cam3,cam4,175.6,ok
32,cam4,cam1,174.2,ok
33,cam1,cam2,192.6,ok
34,cam2,cam3,191.4,ok
35,cam3,cam4,191.2,ok
36,cam4,cam1,175.0,ok
37,cam1,cam2,175.3,ok
38,cam2,cam3,193.1,ok
39,cam3,cam4,174.7,ok
40,cam4,cam1,174.7,ok
41,cam1,cam2,174.6,ok
42,cam2,cam3,175.0,ok
43,cam3,cam4,193.1,ok
44,cam4,cam1,173.8,ok
45,cam1,cam2,191.3,ok
46,cam2,cam3,190.5,ok
47,cam3,cam4,192.3,ok
48,cam4,cam1,172.6,ok
49,cam1,cam2,174.1,ok
50,cam2,cam3,173.3,ok
51,cam3,cam4,192.5,ok
52,cam4,cam1,174.9,ok
53,cam1,cam2,192.7,ok
54,cam2,cam3,191.8,ok
55,cam3,cam4,176.2,ok
56,cam4,cam1,190.3,ok
57,cam1,cam2,173.9,ok
58,cam2,cam3,172.7,ok
59,cam3,cam4,190.4,ok
60,cam4,cam1,176.5,ok
61,cam1,cam2,189.3,ok
62,cam2,cam3,175.6,ok
63,cam3,cam4,189.7,ok
64,cam4,cam1,174.7,ok
65,cam1,cam2,174.7,ok
66,cam2,cam3,190.4,ok
67,cam3,cam4,190.4,ok
68,cam4,cam1,175.1,ok
69,cam1,cam2,189.8,ok
70,cam2,cam3,192.7,ok
71,cam3,cam4,176.2,ok
72,cam4,cam1,172.1,ok
73,cam1,cam2,194.9,ok
74,cam2,cam3,189.1,ok
75,cam3,cam4,175.0,ok
76,cam4,cam1,193.9,ok
77,cam1,cam2,194.1,ok
78,cam2,cam3,191.9,ok
79,cam3,cam4,175.2,ok
80,cam4,cam1,191.9,ok
81,cam1,cam2,173.7,ok
82,cam2,cam3,190.9,ok
83,cam3,cam4,175.6,ok
84,cam4,cam1,174.2,ok
85,cam1,cam2,192.7,ok
86,cam2,cam3,193.2,ok
87,cam3,cam4,192.8,ok
88,cam4,cam1,174.0,ok
89,cam1,cam2,175.5,ok
90,cam2,cam3,174.4,ok
91,cam3,cam4,175.1,ok
92,cam4,cam1,193.0,ok
93,cam1,cam2,191.2,ok
94,cam2,cam3,174.7,ok
95,cam3,cam4,193.3,ok
96,cam4,cam1,190.5,ok
97,cam1,cam2,173.7,ok
98,cam2,cam3,175.0,ok
99,cam3,cam4,172.7,ok
100,cam4,cam1,192.8,ok
