group,metric,n,min,q1,median,q3,p95,p99,max,mean,std
ALL,cpu_pct,16962,58.7,83.5,88.5,93.0,96.8,97.9,98.7,87.912,6.228
ALL,ram_pct,16962,10.0,10.4,10.4,10.5,10.5,10.6,10.6,10.42,0.068
