iteration,from,to,latency_ms,status
1,fs,sbs,150.0,ok
2,sbs,fs,329.1,ok
3,fs,sbs,158.4,ok
4,sbs,fs,253.6,ok
5,fs,sbs,1218.3,ok
6,sbs,fs,191.8,ok
7,fs,sbs,139.7,ok
8,sbs,fs,192.6,ok
9,fs,sbs,138.6,ok
10,sbs,fs,177.7,ok
11,fs,sbs,1255.6,ok
12,sbs,fs,235.1,ok
13,fs,sbs,138.7,ok
14,sbs,fs,215.8,ok
15,fs,sbs,1395.3,ok
16,sbs,fs,232.6,ok
17,fs,sbs,1035.6,ok
18,sbs,fs,426.0,ok
19,fs,sbs,130.8,ok
20,sbs,fs,255.4,ok
21,fs,sbs,1297.6,ok
22,sbs,fs,237.9,ok
23,fs,sbs,140.1,ok
24,sbs,fs,231.2,ok
25,fs,sbs,1257.8,ok
26,sbs,fs,272.3,ok
27,fs,sbs,141.0,ok
28,sbs,fs,215.7,ok
29,fs,sbs,1294.3,ok
30,sbs,fs,319.0,ok
31,fs,sbs,165.8,ok
32,sbs,fs,266.3,ok
33,fs,sbs,1283.1,ok
34,sbs,fs,209.5,ok
35,fs,sbs,140.8,ok
36,sbs,fs,213.2,ok
37,fs,sbs,1193.6,ok
38,sbs,fs,198.1,ok
39,fs,sbs,137.7,ok
40,sbs,fs,214.3,ok
41,fs,sbs,140.3,ok
42,sbs,fs,192.8,ok
43,fs,sbs,160.4,ok
44,sbs,fs,173.8,ok
45,fs,sbs,1254.9,ok
46,sbs,fs,219.0,ok
47,fs,sbs,133.5,ok
48,sbs,fs,281.1,ok
49,fs,sbs,1207.8,ok
50,sbs,fs,259.8,ok
51,fs,sbs,159.3,ok
52,sbs,fs,172.0,ok
53,fs,sbs,137.2,ok
54,sbs,fs,858.6,ok
55,fs,sbs,141.1,ok
56,sbs,fs,249.0,ok
57,fs,sbs,154.8,ok
58,sbs,fs,236.6,ok
59,fs,sbs,136.9,ok
60,sbs,fs,175.3,ok
61,fs,sbs,1279.3,ok
62,sbs,fs,193.7,ok
63,fs,sbs,157.2,ok
64,sbs,fs,182.1,ok
65,fs,sbs,133.3,ok
66,sbs,fs,774.2,ok
67,fs,sbs,1258.4,ok
68,sbs,fs,533.8,ok
69,fs,sbs,2358.1,ok
70,sbs,fs,274.8,ok
71,fs,sbs,159.3,ok
72,sbs,fs,755.7,ok
73,fs,sbs,1276.9,ok
74,sbs,fs,432.1,ok
75,fs,sbs,1240.1,ok
76,sbs,fs,517.0,ok
77,fs,sbs,1314.9,ok
78,sbs,fs,500.1,ok
79,fs,sbs,1298.1,ok
80,sbs,fs,491.8,ok
81,fs,sbs,1236.3,ok
82,sbs,fs,537.0,ok
83,fs,sbs,155.9,ok
84,sbs,fs,253.3,ok
85,fs,sbs,1298.1,ok
86,sbs,fs,273.4,ok
87,fs,sbs,140.5,ok
88,sbs,fs,180.4,ok
89,fs,sbs,1227.9,ok
90,sbs,fs,317.1,ok
91,fs,sbs,138.1,ok
92,sbs,fs,177.4,ok
93,fs,sbs,1214.8,ok
94,sbs,fs,398.1,ok
95,fs,sbs,154.9,ok
96,sbs,fs,254.8,ok
97,fs,sbs,1298.1,ok
98,sbs,fs,234.7,ok
99,fs,sbs,1259.8,ok
100,sbs,fs,547.4,ok
