group,metric,n,min,q1,median,q3,p95,p99,max,mean,std
ALL,cpu_pct,1439,84.9,89.9,91.0,95.3,96.1,97.1,97.5,92.007,2.752
ALL,ram_pct,1439,11.2,11.7,11.8,11.8,11.9,12.0,12.1,11.761,0.107
4_cams,cpu_pct,1439,84.9,89.9,91.0,95.3,96.1,97.1,97.5,92.007,2.752
4_cams,ram_pct,1439,11.2,11.7,11.8,11.8,11.9,12.0,12.1,11.761,0.107
