iteration,from,to,latency_ms,status
1,fs,sbs,215.5,ok
2,sbs,fs,258.4,ok
3,fs,sbs,216.9,ok
4,sbs,fs,216.9,ok
5,fs,sbs,214.4,ok
6,sbs,fs,262.2,ok
7,fs,sbs,212.7,ok
8,sbs,fs,255.1,ok
9,fs,sbs,214.3,ok
10,sbs,fs,217.9,ok
11,fs,sbs,218.1,ok
12,sbs,fs,253.9,ok
13,fs,sbs,219.1,ok
14,sbs,fs,256.6,ok
15,fs,sbs,216.0,ok
16,sbs,fs,257.6,ok
17,fs,sbs,216.4,ok
18,sbs,fs,257.1,ok
19,fs,sbs,215.9,ok
20,sbs,fs,260.3,ok
21,fs,sbs,210.0,ok
22,sbs,fs,256.2,ok
23,fs,sbs,220.1,ok
24,sbs,fs,250.5,ok
25,fs,sbs,220.7,ok
26,sbs,fs,212.3,ok
27,fs,sbs,218.7,ok
28,sbs,fs,258.4,ok
29,fs,sbs,216.5,ok
30,sbs,fs,251.6,ok
31,fs,sbs,259.6,ok
32,sbs,fs,253.9,ok
33,fs,sbs,219.1,ok
34,sbs,fs,255.2,ok
35,fs,sbs,217.7,ok
36,sbs,fs,221.2,ok
37,fs,sbs,212.4,ok
38,sbs,fs,214.4,ok
39,fs,sbs,217.2,ok
40,sbs,fs,216.0,ok
41,fs,sbs,214.8,ok
42,sbs,fs,217.9,ok
43,fs,sbs,220.0,ok
44,sbs,fs,253.2,ok
45,fs,sbs,214.6,ok
46,sbs,fs,216.2,ok
47,fs,sbs,222.6,ok
48,sbs,fs,252.6,ok
49,fs,sbs,217.3,ok
50,sbs,fs,254.3,ok
51,fs,sbs,216.1,ok
52,sbs,fs,255.2,ok
53,fs,sbs,256.4,ok
54,sbs,fs,218.2,ok
55,fs,sbs,215.3,ok
56,sbs,fs,255.2,ok
57,fs,sbs,215.5,ok
58,sbs,fs,259.1,ok
59,fs,sbs,212.9,ok
60,sbs,fs,215.4,ok
61,fs,sbs,219.7,ok
62,sbs,fs,214.4,ok
63,fs,sbs,216.7,ok
64,sbs,fs,257.2,ok
65,fs,sbs,218.9,ok
66,sbs,fs,255.7,ok
67,fs,sbs,213.1,ok
68,sbs,fs,258.9,ok
69,fs,sbs,213.2,ok
70,sbs,fs,258.5,ok
71,fs,sbs,215.6,ok
72,sbs,fs,257.4,ok
73,fs,sbs,211.1,ok
74,sbs,fs,258.5,ok
75,fs,sbs,255.4,ok
76,sbs,fs,219.5,ok
77,fs,sbs,218.6,ok
78,sbs,fs,256.4,ok
79,fs,sbs,216.6,ok
80,sbs,fs,250.8,ok
81,fs,sbs,220.2,ok
82,sbs,fs,253.7,ok
83,fs,sbs,219.4,ok
84,sbs,fs,261.8,ok
85,fs,sbs,208.5,ok
86,sbs,fs,219.5,ok
87,fs,sbs,216.6,ok
88,sbs,fs,255.0,ok
89,fs,sbs,218.4,ok
90,sbs,fs,257.7,ok
91,fs,sbs,257.2,ok
92,sbs,fs,254.0,ok
93,fs,sbs,212.2,ok
94,sbs,fs,259.5,ok
95,fs,sbs,213.3,ok
96,sbs,fs,217.5,ok
97,fs,sbs,213.6,ok
98,sbs,fs,217.0,ok
99,fs,sbs,216.7,ok
100,sbs,fs,219.4,ok
