metric,n,min,q1,median,q3,p95,p99,max,mean,std
mttr_ms,100,1957.1,2037.175,2078.45,2607.0,3037.15,3447.79,4516.0,2333.763,451.342
detect_ms,100,952.9,1036.55,1077.65,1608.15,2037.345,2718.992,2916.2,1319.709,435.956
restore_ms,100,720.0,999.475,1000.05,1039.125,1040.51,1047.677,1599.8,1014.059,68.364
n_ok,100,,,,,,,,,
n_fail,0,,,,,,,,,
