group,metric,n,min,q1,median,q3,p95,p99,max,mean,std
ALL,cpu_pct,18086,0.0,80.5,82.1,88.6,96.5,97.8,99.0,85.013,6.446
ALL,ram_pct,18086,0.0,17.8,17.9,18.0,18.1,18.1,18.2,17.636,0.937
0_cams,cpu_pct,7,0.0,0.0,0.0,0.0,29.4,39.48,42.0,6.0,15.875
0_cams,ram_pct,7,0.0,0.0,0.0,0.0,5.95,7.99,8.5,1.214,3.213
4_cams,cpu_pct,18079,42.0,80.5,82.1,88.6,96.5,97.8,99.0,85.043,6.25
4_cams,ram_pct,18079,8.5,17.8,17.9,18.0,18.1,18.1,18.2,17.642,0.878
