iteration,victim,detect_ms,restore_ms,mttr_ms,status
1,cam1,136.9,658.6,795.4,ok
2,cam2,97.0,1864.0,1961.0,ok
3,cam3,79.2,1859.2,1938.4,ok
4,cam4,74.2,939.6,1013.8,ok
5,cam1,76.6,1861.9,1938.5,ok
6,cam2,99.7,1818.0,1917.7,ok
7,cam3,118.7,2259.1,2377.8,ok
8,cam4,74.0,1900.9,1974.9,ok
9,cam1,96.4,1839.7,1936.0,ok
10,cam2,841.1,638.5,1479.5,ok
11,cam3,77.4,1840.8,1918.1,ok
12,cam4,78.4,1858.4,1936.7,ok
13,cam1,77.7,2420.7,2498.4,ok
14,cam2,118.8,1859.7,1978.5,ok
15,cam3,174.5,1839.0,2013.5,ok
16,cam4,78.1,2258.0,2336.2,ok
17,cam1,1698.1,1020.5,2718.6,ok
18,cam2,157.6,1920.2,2077.7,ok
19,cam3,102.9,2374.1,2476.9,ok
20,cam4,80.6,1898.0,1978.6,ok
21,cam1,78.6,1840.3,1918.8,ok
22,cam2,76.5,1284.5,1361.0,ok
23,cam3,97.0,1837.0,1934.0,ok
24,cam4,115.9,1877.8,1993.7,ok
25,cam1,137.5,2497.1,2634.6,ok
26,cam2,155.5,1860.3,2015.7,ok
27,cam3,76.2,1840.1,1916.3,ok
28,cam4,102.5,1678.2,1780.7,ok
29,cam1,55.6,1862.7,1918.3,ok
30,cam2,237.8,1841.5,2079.2,ok
31,cam3,76.1,2061.5,2137.6,ok
32,cam4,97.1,1859.3,1956.4,ok
33,cam1,74.4,1879.7,1954.1,ok
34,cam2,158.9,2054.4,2213.3,ok
35,cam3,185.1,1572.4,1757.5,ok
36,cam4,81.0,1856.9,1938.0,ok
37,cam1,72.7,1044.8,1117.5,ok
38,cam2,77.1,1877.8,1954.8,ok
39,cam3,116.8,1838.6,1955.4,ok
40,cam4,98.0,2637.1,2735.1,ok
41,cam1,98.7,1899.6,1998.3,ok
42,cam2,396.8,639.2,1035.9,ok
43,cam3,156.5,1958.4,2114.9,ok
44,cam4,76.2,705.2,781.4,ok
45,cam1,135.1,1900.7,2035.8,ok
46,cam2,160.7,881.5,1042.2,ok
47,cam3,120.1,1842.3,1962.5,ok
48,cam4,77.4,1881.0,1958.4,ok
49,cam1,119.4,2239.7,2359.1,ok
50,cam2,114.9,1880.9,1995.8,ok
51,cam3,176.3,1857.3,2033.6,ok
52,cam4,96.1,1979.3,2075.4,ok
53,cam1,76.4,1860.4,1936.9,ok
54,cam2,74.5,1838.9,1913.4,ok
55,cam3,76.6,2060.8,2137.4,ok
56,cam4,77.7,1862.2,1939.9,ok
57,cam1,80.1,1859.3,1939.4,ok
58,cam2,77.4,1921.4,1998.8,ok
59,cam3,76.8,1857.2,1934.0,ok
60,cam4,117.5,1899.1,2016.6,ok
61,cam1,914.3,884.9,1799.2,ok
62,cam2,93.7,1820.8,1914.6,ok
63,cam3,90.1,1904.0,1994.1,ok
64,cam4,79.6,1632.6,1712.2,ok
65,cam1,82.4,1897.4,1979.8,ok
66,cam2,80.5,1837.1,1917.6,ok
67,cam3,77.2,979.9,1057.2,ok
68,cam4,76.7,1901.1,1977.8,ok
69,cam1,359.6,1879.1,2238.7,ok
70,cam2,156.8,676.3,833.2,ok
71,cam3,181.5,719.3,900.8,ok
72,cam4,77.8,1881.5,1959.3,ok
73,cam1,75.7,2359.9,2435.6,ok
74,cam2,74.2,1839.8,1914.0,ok
75,cam3,58.2,1857.1,1915.3,ok
76,cam4,76.9,2040.9,2117.8,ok
77,cam1,174.6,1835.4,2010.0,ok
78,cam2,154.2,1819.0,1973.2,ok
79,cam3,94.3,1662.6,1756.8,ok
80,cam4,72.4,1842.5,1914.9,ok
81,cam1,136.8,1843.0,1979.8,ok
82,cam2,77.4,1940.9,2018.4,ok
83,cam3,495.7,1861.2,2356.9,ok
84,cam4,75.6,1858.6,1934.3,ok
85,cam1,77.5,845.8,923.3,ok
86,cam2,140.5,1835.1,1975.6,ok
87,cam3,119.8,917.4,1037.3,ok
88,cam4,96.8,1917.7,2014.5,ok
89,cam1,57.9,1840.4,1898.3,ok
90,cam2,77.4,1839.2,1916.7,ok
91,cam3,158.4,1421.4,1579.8,ok
92,cam4,137.6,1877.3,2014.9,ok
93,cam1,97.0,1919.1,2016.2,ok
94,cam2,119.3,1656.4,1775.7,ok
95,cam3,78.2,1919.0,1997.1,ok
96,cam4,76.6,1880.3,1956.9,ok
97,cam1,358.5,1997.4,2356.0,ok
98,cam2,96.0,1860.0,1956.0,ok
99,cam3,96.2,1877.4,1973.5,ok
100,cam4,78.4,656.8,735.1,ok
