iteration,victim,detect_ms,restore_ms,mttr_ms,status
1,cam1,795.9,999.8,1795.6,ok
2,cam2,756.9,1039.5,1796.3,ok
3,cam3,796.2,1000.1,1796.3,ok
4,cam4,810.4,988.3,1798.7,ok
5,cam1,797.1,999.9,1797.0,ok
6,cam2,794.1,998.0,1792.1,ok
7,cam3,796.8,1000.4,1797.3,ok
8,cam4,804.8,990.3,1795.1,ok
9,cam1,797.5,1000.0,1797.5,ok
10,cam2,797.9,1002.2,1800.1,ok
11,cam3,796.7,1000.0,1796.7,ok
12,cam4,756.5,1042.9,1799.4,ok
13,cam1,796.1,1000.6,1796.8,ok
14,cam2,798.7,996.8,1795.5,ok
15,cam3,756.0,1040.5,1796.5,ok
16,cam4,758.3,1041.1,1799.4,ok
17,cam1,797.4,999.6,1797.0,ok
18,cam2,757.2,1040.5,1797.8,ok
19,cam3,794.7,1000.4,1795.1,ok
20,cam4,797.5,999.7,1797.2,ok
21,cam1,796.1,1000.5,1796.6,ok
22,cam2,851.5,985.6,1837.1,ok
23,cam3,757.4,1039.7,1797.0,ok
24,cam4,762.9,1032.7,1795.6,ok
25,cam1,797.0,999.9,1796.9,ok
26,cam2,838.5,999.2,1837.7,ok
27,cam3,756.4,1039.5,1795.8,ok
28,cam4,799.9,1037.4,1837.3,ok
29,cam1,837.4,999.6,1837.1,ok
30,cam2,798.8,998.1,1796.9,ok
31,cam3,757.0,1041.2,1798.1,ok
32,cam4,795.1,1000.1,1795.2,ok
33,cam1,756.4,1039.8,1796.1,ok
34,cam2,802.1,991.7,1793.8,ok
35,cam3,795.0,1000.1,1795.1,ok
36,cam4,799.4,995.9,1795.3,ok
37,cam1,795.7,1000.1,1795.8,ok
38,cam2,802.1,993.5,1795.6,ok
39,cam3,795.6,1000.2,1795.8,ok
40,cam4,814.7,982.6,1797.3,ok
41,cam1,795.6,999.2,1794.8,ok
42,cam2,803.2,993.0,1796.3,ok
43,cam3,796.8,1040.8,1837.6,ok
44,cam4,797.7,997.5,1795.2,ok
45,cam1,795.7,1000.1,1795.8,ok
46,cam2,799.6,996.4,1796.0,ok
47,cam3,796.7,1000.3,1797.0,ok
48,cam4,763.5,1033.9,1797.4,ok
49,cam1,757.2,1038.8,1796.0,ok
50,cam2,790.2,1032.0,1822.2,ok
51,cam3,797.3,999.5,1796.8,ok
52,cam4,796.4,999.3,1795.7,ok
53,cam1,756.9,1040.1,1796.9,ok
54,cam2,757.5,1042.7,1800.2,ok
55,cam3,796.2,999.8,1796.0,ok
56,cam4,756.6,1039.8,1796.4,ok
57,cam1,795.7,999.7,1795.4,ok
58,cam2,798.7,1000.2,1798.9,ok
59,cam3,796.8,999.7,1796.6,ok
60,cam4,811.1,984.0,1795.1,ok
61,cam1,756.5,1039.5,1796.0,ok
62,cam2,789.7,997.0,1786.7,ok
63,cam3,797.1,1000.7,1797.7,ok
64,cam4,795.7,999.4,1795.1,ok
65,cam1,796.9,1000.1,1797.0,ok
66,cam2,800.1,1032.0,1832.1,ok
67,cam3,795.6,999.6,1795.2,ok
68,cam4,760.5,1036.3,1796.7,ok
69,cam1,757.7,1039.2,1796.8,ok
70,cam2,790.3,993.9,1784.2,ok
71,cam3,797.4,999.8,1797.2,ok
72,cam4,758.9,1039.3,1798.1,ok
73,cam1,795.8,1000.3,1796.1,ok
74,cam2,797.1,998.1,1795.2,ok
75,cam3,796.4,999.6,1796.0,ok
76,cam4,756.1,1041.3,1797.3,ok
77,cam1,796.2,1000.5,1796.7,ok
78,cam2,806.9,990.0,1796.9,ok
79,cam3,796.0,1000.4,1796.4,ok
80,cam4,803.2,994.0,1797.2,ok
81,cam1,796.2,999.7,1795.9,ok
82,cam2,756.8,1039.9,1796.7,ok
83,cam3,797.5,1040.6,1838.0,ok
84,cam4,804.6,1032.5,1837.1,ok
85,cam1,796.4,1002.9,1799.3,ok
86,cam2,758.4,1039.0,1797.4,ok
87,cam3,836.3,1000.4,1836.7,ok
88,cam4,797.3,997.8,1795.1,ok
89,cam1,754.0,1000.0,1753.9,ok
90,cam2,840.6,995.7,1836.2,ok
91,cam3,797.0,999.8,1796.8,ok
92,cam4,760.2,994.8,1755.0,ok
93,cam1,795.7,1000.2,1795.9,ok
94,cam2,800.5,1000.0,1800.5,ok
95,cam3,757.1,1040.0,1797.2,ok
96,cam4,802.3,995.0,1797.3,ok
97,cam1,795.9,1000.0,1795.9,ok
98,cam2,798.3,998.6,1796.9,ok
99,cam3,797.1,1000.1,1797.2,ok
100,cam4,801.1,995.7,1796.7,ok
