group,metric,n,min,q1,median,q3,p95,p99,max,mean,std
ALL,cpu_pct,1439,67.1,75.0,79.3,87.0,93.0,94.762,96.3,80.889,7.002
ALL,ram_pct,1439,9.2,9.5,9.5,9.6,9.6,9.6,9.6,9.515,0.067
4_cams,cpu_pct,1439,67.1,75.0,79.3,87.0,93.0,94.762,96.3,80.889,7.002
4_cams,ram_pct,1439,9.2,9.5,9.5,9.6,9.6,9.6,9.6,9.515,0.067
