group,metric,n,min,q1,median,q3,p95,p99,max,mean,std
ALL,cpu_pct,1439,59.9,83.9,88.9,93.4,97.0,97.762,98.4,87.925,7.055
ALL,ram_pct,1439,8.4,8.8,8.8,8.9,9.0,9.0,9.1,8.851,0.098
4_cams,cpu_pct,1439,59.9,83.9,88.9,93.4,97.0,97.762,98.4,87.925,7.055
4_cams,ram_pct,1439,8.4,8.8,8.8,8.9,9.0,9.0,9.1,8.851,0.098
