timestamp,elapsed_s,cpu_pct,ram_pct,ram_available_mb,n_cameras_active,cam1,cam2,cam3,cam4,composite
2026-07-29 18:22:58,0,0.0,0.0,0,0,0,0,0,0,unknown
2026-07-29 18:23:02,4,0.0,0.0,0,0,0,0,0,0,unknown
2026-07-29 18:23:02,4,0.0,0.0,0,0,0,0,0,0,unknown
2026-07-29 18:23:02,4,0.0,0.0,0,0,0,0,0,0,full_screen
2026-07-29 18:23:02,4,0.0,0.0,0,0,0,0,0,0,full_screen
2026-07-29 18:23:02,4,0.0,0.0,0,0,0,0,0,0,full_screen
2026-07-29 18:23:03,5,41.5,8.6,117495,0,0,0,0,0,full_screen
2026-07-29 18:23:08,10,41.7,8.6,117481,0,0,0,0,0,full_screen
2026-07-29 18:23:13,15,42.1,8.5,117538,0,0,0,0,0,full_screen
2026-07-29 18:23:18,20,40.5,8.4,117641,0,0,0,0,0,full_screen
2026-07-29 18:23:19,21,40.5,8.4,117641,0,0,0,0,0,full_screen
2026-07-29 18:23:20,22,40.5,8.4,117641,0,0,0,0,0,full_screen
2026-07-29 18:23:23,25,42.9,8.6,117399,0,0,0,0,0,full_screen
2026-07-29 18:23:28,30,41.4,8.7,117382,0,0,0,0,0,full_screen
2026-07-29 18:23:33,35,43.0,8.7,117282,0,0,0,0,0,full_screen
2026-07-29 18:23:38,40,40.4,8.7,117280,0,0,0,0,0,full_screen
2026-07-29 18:23:40,42,40.4,8.7,117280,0,0,0,0,0,full_screen
2026-07-29 18:23:42,44,40.4,8.7,117280,0,0,0,0,0,full_screen
2026-07-29 18:23:43,45,42.5,8.8,117225,0,0,0,0,0,full_screen
2026-07-29 18:23:48,50,40.9,8.8,117209,0,0,0,0,0,full_screen
2026-07-29 18:23:53,55,42.7,8.8,117225,0,0,0,0,0,full_screen
2026-07-29 18:23:58,60,41.1,8.7,117262,0,0,0,0,0,full_screen
2026-07-29 18:24:03,65,42.3,8.7,117263,0,0,0,0,0,full_screen
2026-07-29 18:24:08,70,40.9,8.9,117116,0,0,0,0,0,full_screen
2026-07-29 18:24:13,75,42.9,9.0,116896,0,0,0,0,0,full_screen
2026-07-29 18:24:18,80,41.7,8.9,117012,0,0,0,0,0,full_screen
2026-07-29 18:24:23,85,39.7,8.8,117190,0,0,0,0,0,full_screen
2026-07-29 18:24:23,85,39.7,8.8,117190,0,0,0,0,0,full_screen
2026-07-29 18:24:24,86,39.7,8.8,117190,0,0,0,0,0,full_screen
2026-07-29 18:24:28,90,42.2,9.1,116837,0,0,0,0,0,full_screen
