iteration,victim,detect_ms,restore_ms,mttr_ms,status
1,cam1,75.8,483.5,559.3,ok
2,cam2,83.7,398.3,482.0,ok
3,cam3,877.0,1285.9,2162.9,ok
4,cam4,1196.4,400.4,1596.8,ok
5,cam1,1112.4,1605.4,2717.8,ok
6,cam2,77.6,360.3,438.0,ok
7,cam3,1076.3,477.9,1554.2,ok
8,cam4,960.4,1041.3,2001.7,ok
9,cam1,1396.7,1044.5,2441.2,ok
10,cam2,875.2,401.5,1276.7,ok
11,cam3,919.0,1199.2,2118.2,ok
12,cam4,757.7,1283.2,2040.8,ok
13,cam1,675.9,641.4,1317.2,ok
14,cam2,556.0,484.2,1040.2,ok
15,cam3,74.8,405.6,480.4,ok
16,cam4,157.5,164.1,321.6,ok
17,cam1,157.9,37.5,195.4,ok
18,cam2,957.4,1005.7,1963.1,ok
19,cam3,598.7,1438.1,2036.8,ok
20,cam4,76.3,476.3,552.6,ok
21,cam1,155.3,279.9,435.3,ok
22,cam2,674.7,1360.2,2034.9,ok
23,cam3,1034.3,1321.4,2355.7,ok
24,cam4,158.8,318.8,477.7,ok
25,cam1,72.6,445.6,518.3,ok
26,cam2,1116.8,524.2,1640.9,ok
27,cam3,998.9,1075.5,2074.4,ok
28,cam4,79.5,277.5,356.9,ok
29,cam1,954.8,488.5,1443.3,ok
30,cam2,74.3,401.0,475.3,ok
31,cam3,80.3,395.2,475.6,ok
32,cam4,636.7,401.3,1038.0,ok
33,cam1,73.3,239.6,312.9,ok
34,cam2,112.9,80.1,193.0,ok
35,cam3,77.3,126.4,203.7,ok
36,cam4,77.5,279.9,357.4,ok
37,cam1,73.0,124.1,197.2,ok
38,cam2,474.2,484.5,958.7,ok
39,cam3,122.1,437.1,559.2,ok
40,cam4,113.9,242.1,356.0,ok
41,cam1,1117.5,442.8,1560.3,ok
42,cam2,112.3,121.1,233.4,ok
43,cam3,115.2,437.3,552.5,ok
44,cam4,954.1,1200.1,2154.2,ok
45,cam1,1038.5,997.7,2036.1,ok
46,cam2,76.2,198.5,274.7,ok
47,cam3,77.8,440.0,517.7,ok
48,cam4,839.9,1205.3,2045.2,ok
49,cam1,89.1,392.7,481.8,ok
50,cam2,75.0,81.8,156.8,ok
51,cam3,115.1,402.9,518.0,ok
52,cam4,1123.3,996.8,2120.1,ok
53,cam1,515.8,486.3,1002.2,ok
54,cam2,115.5,358.9,474.4,ok
55,cam3,837.5,1284.4,2122.0,ok
56,cam4,118.3,75.5,193.8,ok
57,cam1,838.7,1202.9,2041.6,ok
58,cam2,1518.3,1155.8,2674.1,ok
59,cam3,557.1,478.4,1035.5,ok
60,cam4,116.3,240.8,357.1,ok
61,cam1,556.7,1518.5,2075.2,ok
62,cam2,1120.5,1113.0,2233.5,ok
63,cam3,1037.4,1031.1,2068.5,ok
64,cam4,1001.4,1318.9,2320.3,ok
65,cam1,157.2,200.1,357.2,ok
66,cam2,82.3,441.1,523.4,ok
67,cam3,633.3,1441.6,2074.9,ok
68,cam4,1080.6,1357.0,2437.6,ok
69,cam1,956.5,1134.0,2090.4,ok
70,cam2,162.5,316.0,478.4,ok
71,cam3,595.6,1561.3,2156.9,ok
72,cam4,78.6,120.6,199.2,ok
73,cam1,77.2,437.5,514.7,ok
74,cam2,1074.3,561.5,1635.8,ok
75,cam3,78.3,157.7,236.1,ok
76,cam4,84.4,433.4,517.9,ok
77,cam1,1118.9,996.6,2115.4,ok
78,cam2,78.1,358.8,436.8,ok
79,cam3,71.2,564.3,635.4,ok
80,cam4,918.5,1120.8,2039.3,ok
81,cam1,81.0,393.6,474.6,ok
82,cam2,958.9,1076.1,2035.0,ok
83,cam3,962.5,1078.4,2040.9,ok
84,cam4,841.2,1276.1,2117.3,ok
85,cam1,1597.3,1002.0,2599.3,ok
86,cam2,112.7,359.3,472.0,ok
87,cam3,161.5,359.8,521.3,ok
88,cam4,911.7,1159.3,2071.0,ok
89,cam1,799.5,1285.0,2084.4,ok
90,cam2,74.2,162.4,236.6,ok
91,cam3,77.3,444.9,522.2,ok
92,cam4,71.9,399.5,471.4,ok
93,cam1,481.3,475.0,956.3,ok
94,cam2,39.7,116.2,155.9,ok
95,cam3,195.7,283.4,479.1,ok
96,cam4,957.3,1158.2,2115.5,ok
97,cam1,114.9,363.4,478.3,ok
98,cam2,1038.6,1002.3,2040.8,ok
99,cam3,78.0,401.8,479.8,ok
100,cam4,38.2,275.8,314.0,ok
