metric,n,min,q1,median,q3,p95,p99,max,mean,std
mttr_ms,100,74.5,974.575,1255.45,1536.975,1777.005,1834.734,1917.3,1128.269,564.536
detect_ms,100,53.4,172.75,337.05,357.225,393.22,396.408,397.2,276.819,118.684
restore_ms,100,19.1,655.575,880.6,1220.3,1439.34,1563.869,1580.6,851.435,474.184
n_ok,100,,,,,,,,,
n_fail,0,,,,,,,,,
