iteration,victim,detect_ms,restore_ms,mttr_ms,status
1,cam1,371.4,801.0,1172.5,ok
2,cam2,57.7,79.9,137.5,ok
3,cam3,354.0,659.4,1013.4,ok
4,cam4,354.8,1119.6,1474.4,ok
5,cam1,58.6,218.3,277.0,ok
6,cam2,358.2,1475.7,1833.9,ok
7,cam3,79.4,117.0,196.4,ok
8,cam4,336.5,1199.3,1535.7,ok
9,cam1,75.6,40.4,116.0,ok
10,cam2,337.4,1379.4,1716.8,ok
11,cam3,334.6,661.9,996.5,ok
12,cam4,336.1,1161.8,1497.9,ok
13,cam1,379.5,858.8,1238.4,ok
14,cam2,77.2,61.8,139.0,ok
15,cam3,93.2,157.7,250.9,ok
16,cam4,77.7,160.7,238.4,ok
17,cam1,357.1,880.0,1237.2,ok
18,cam2,136.0,1563.7,1699.7,ok
19,cam3,75.7,100.8,176.5,ok
20,cam4,53.4,42.9,96.3,ok
21,cam1,393.1,881.1,1274.2,ok
22,cam2,335.8,1360.6,1696.4,ok
23,cam3,173.5,878.9,1052.4,ok
24,cam4,213.8,1379.0,1592.8,ok
25,cam1,356.5,901.5,1258.0,ok
26,cam2,354.5,1420.4,1774.9,ok
27,cam3,74.9,21.6,96.5,ok
28,cam4,357.4,1159.1,1516.5,ok
29,cam1,374.2,881.5,1255.7,ok
30,cam2,337.2,1381.0,1718.3,ok
31,cam3,336.9,700.9,1037.8,ok
32,cam4,316.5,1179.9,1496.4,ok
33,cam1,395.8,859.4,1255.2,ok
34,cam2,357.6,1404.8,1762.5,ok
35,cam3,213.7,819.3,1033.0,ok
36,cam4,315.4,1262.2,1577.6,ok
37,cam1,378.8,920.5,1299.3,ok
38,cam2,354.5,1358.6,1713.1,ok
39,cam3,336.4,703.1,1039.4,ok
40,cam4,256.6,1240.5,1497.2,ok
41,cam1,396.4,880.1,1276.4,ok
42,cam2,358.6,1362.6,1721.3,ok
43,cam3,314.5,659.9,974.5,ok
44,cam4,357.8,1098.5,1456.3,ok
45,cam1,77.6,1178.1,1255.7,ok
46,cam2,76.2,76.4,152.6,ok
47,cam3,374.9,677.3,1052.2,ok
48,cam4,357.2,1181.8,1539.0,ok
49,cam1,373.1,881.5,1254.6,ok
50,cam2,78.0,19.1,97.1,ok
51,cam3,75.4,20.5,95.9,ok
52,cam4,355.9,1082.1,1438.0,ok
53,cam1,372.9,859.0,1231.9,ok
54,cam2,335.1,1442.0,1777.1,ok
55,cam3,274.6,700.0,974.6,ok
56,cam4,373.2,1219.6,1592.8,ok
57,cam1,77.3,218.2,295.5,ok
58,cam2,376.7,1380.2,1756.9,ok
59,cam3,359.2,658.9,1018.2,ok
60,cam4,340.7,1116.3,1457.0,ok
61,cam1,366.5,859.1,1225.7,ok
62,cam2,339.1,1459.4,1798.6,ok
63,cam3,336.9,658.7,995.5,ok
64,cam4,316.7,1219.6,1536.3,ok
65,cam1,170.5,1120.2,1290.7,ok
66,cam2,353.3,1399.4,1752.7,ok
67,cam3,53.9,20.6,74.5,ok
68,cam4,357.3,1302.1,1659.4,ok
69,cam1,158.4,1077.8,1236.2,ok
70,cam2,360.8,1436.6,1797.5,ok
71,cam3,295.4,657.8,953.2,ok
72,cam4,353.2,1121.4,1474.6,ok
73,cam1,397.2,902.7,1299.9,ok
74,cam2,337.7,1439.2,1777.0,ok
75,cam3,341.5,655.8,997.4,ok
76,cam4,315.2,1219.7,1535.0,ok
77,cam1,395.5,879.7,1275.2,ok
78,cam2,337.6,1437.1,1774.7,ok
79,cam3,351.1,639.9,991.1,ok
80,cam4,81.6,34.0,115.7,ok
81,cam1,378.3,822.1,1200.3,ok
82,cam2,81.3,55.7,137.1,ok
83,cam3,336.8,680.8,1017.6,ok
84,cam4,337.6,1158.2,1495.8,ok
85,cam1,235.8,998.6,1234.4,ok
86,cam2,353.4,1379.1,1732.5,ok
87,cam3,335.5,581.5,917.0,ok
88,cam4,356.5,1222.1,1578.6,ok
89,cam1,78.4,101.4,179.8,ok
90,cam2,336.7,1580.6,1917.3,ok
91,cam3,350.9,620.3,971.2,ok
92,cam4,236.7,1279.7,1516.4,ok
93,cam1,77.2,58.7,135.9,ok
94,cam2,356.5,1366.9,1723.4,ok
95,cam3,344.4,654.9,999.3,ok
96,cam4,338.2,1158.5,1496.8,ok
97,cam1,395.5,860.9,1256.4,ok
98,cam2,77.2,19.2,96.4,ok
99,cam3,335.9,758.9,1094.9,ok
100,cam4,77.2,78.5,155.7,ok
