iteration,from,to,latency_ms,status
1,fs,sbs,1297.5,ok
2,sbs,fs,202.7,ok
3,fs,sbs,1236.0,ok
4,sbs,fs,215.2,ok
5,fs,sbs,1260.2,ok
6,sbs,fs,195.8,ok
7,fs,sbs,160.0,ok
8,sbs,fs,228.1,ok
9,fs,sbs,1284.2,ok
10,sbs,fs,311.8,ok
11,fs,sbs,1184.3,ok
12,sbs,fs,246.9,ok
13,fs,sbs,141.9,ok
14,sbs,fs,813.1,ok
15,fs,sbs,137.9,ok
16,sbs,fs,197.2,ok
17,fs,sbs,2294.3,ok
18,sbs,fs,620.3,ok
19,fs,sbs,137.0,ok
20,sbs,fs,193.9,ok
21,fs,sbs,1326.7,ok
22,sbs,fs,193.2,ok
23,fs,sbs,518.3,ok
24,sbs,fs,813.9,ok
25,fs,sbs,1270.2,ok
26,sbs,fs,280.8,ok
27,fs,sbs,1277.4,ok
28,sbs,fs,339.9,ok
29,fs,sbs,1332.7,ok
30,sbs,fs,274.4,ok
31,fs,sbs,1223.0,ok
32,sbs,fs,499.1,ok
33,fs,sbs,687.7,ok
34,sbs,fs,940.3,ok
35,fs,sbs,1495.0,ok
36,sbs,fs,277.6,ok
37,fs,sbs,1275.1,ok
38,sbs,fs,214.6,ok
39,fs,sbs,1337.2,ok
40,sbs,fs,233.6,ok
41,fs,sbs,683.7,ok
42,sbs,fs,213.9,ok
43,fs,sbs,153.6,ok
44,sbs,fs,395.8,ok
45,fs,sbs,1296.6,ok
46,sbs,fs,360.9,ok
47,fs,sbs,1272.8,ok
48,sbs,fs,361.5,ok
49,fs,sbs,1297.4,ok
50,sbs,fs,234.0,ok
51,fs,sbs,1284.5,ok
52,sbs,fs,189.6,ok
53,fs,sbs,136.2,ok
54,sbs,fs,214.6,ok
55,fs,sbs,1281.6,ok
56,sbs,fs,371.0,ok
57,fs,sbs,1227.7,ok
58,sbs,fs,229.9,ok
59,fs,sbs,1248.0,ok
60,sbs,fs,217.9,ok
61,fs,sbs,1319.0,ok
62,sbs,fs,292.6,ok
63,fs,sbs,165.8,ok
64,sbs,fs,254.0,ok
65,fs,sbs,935.5,ok
66,sbs,fs,214.7,ok
67,fs,sbs,1217.9,ok
68,sbs,fs,333.7,ok
69,fs,sbs,317.6,ok
70,sbs,fs,231.4,ok
71,fs,sbs,1260.5,ok
72,sbs,fs,276.8,ok
73,fs,sbs,1200.2,ok
74,sbs,fs,334.6,ok
75,fs,sbs,551.4,ok
76,sbs,fs,520.2,ok
77,fs,sbs,1214.5,ok
78,sbs,fs,455.6,ok
79,fs,sbs,136.8,ok
80,sbs,fs,317.9,ok
81,fs,sbs,1277.4,ok
82,sbs,fs,383.3,ok
83,fs,sbs,1334.7,ok
84,sbs,fs,303.8,ok
85,fs,sbs,1280.7,ok
86,sbs,fs,214.3,ok
87,fs,sbs,1383.1,ok
88,sbs,fs,342.5,ok
89,fs,sbs,1351.0,ok
90,sbs,fs,338.2,ok
91,fs,sbs,1279.5,ok
92,sbs,fs,269.2,ok
93,fs,sbs,1801.8,ok
94,sbs,fs,258.5,ok
95,fs,sbs,1265.1,ok
96,sbs,fs,198.0,ok
97,fs,sbs,1251.3,ok
98,sbs,fs,286.4,ok
99,fs,sbs,1216.7,ok
100,sbs,fs,255.5,ok
