iteration,victim,detect_ms,restore_ms,mttr_ms,status
1,cam1,716.9,999.7,1716.6,ok
2,cam2,758.2,1040.5,1798.6,ok
3,cam3,755.5,1001.2,1756.6,ok
4,cam4,755.9,1000.6,1756.4,ok
5,cam1,837.7,960.0,1797.7,ok
6,cam2,797.5,1039.2,1836.7,ok
7,cam3,756.4,1040.2,1796.7,ok
8,cam4,760.4,995.5,1755.9,ok
9,cam1,797.2,999.3,1796.5,ok
10,cam2,757.3,1038.4,1795.7,ok
11,cam3,756.4,1000.2,1756.6,ok
12,cam4,753.3,1000.9,1754.2,ok
13,cam1,756.9,1001.0,1757.9,ok
14,cam2,796.8,999.8,1796.6,ok
15,cam3,756.7,1000.4,1757.1,ok
16,cam4,758.0,1037.9,1795.9,ok
17,cam1,757.1,1039.4,1796.5,ok
18,cam2,757.7,1001.1,1758.9,ok
19,cam3,754.5,1040.2,1794.7,ok
20,cam4,757.8,998.9,1756.7,ok
21,cam1,797.5,999.6,1797.1,ok
22,cam2,757.1,999.5,1756.6,ok
23,cam3,796.6,1000.2,1796.8,ok
24,cam4,758.7,999.3,1758.1,ok
25,cam1,796.4,1000.0,1796.4,ok
26,cam2,755.0,1039.7,1794.7,ok
27,cam3,756.7,999.9,1756.6,ok
28,cam4,758.6,998.4,1757.0,ok
29,cam1,756.7,1040.8,1797.5,ok
30,cam2,797.7,1000.1,1797.8,ok
31,cam3,756.2,1040.0,1796.2,ok
32,cam4,758.0,1038.8,1796.8,ok
33,cam1,755.7,1000.4,1756.2,ok
34,cam2,796.2,1040.0,1836.2,ok
35,cam3,756.7,1000.0,1756.8,ok
36,cam4,756.4,1000.4,1756.7,ok
37,cam1,756.5,1000.9,1757.4,ok
38,cam2,798.3,999.0,1797.3,ok
39,cam3,756.8,1040.1,1796.8,ok
40,cam4,716.0,1039.2,1755.1,ok
41,cam1,794.3,1000.8,1795.1,ok
42,cam2,798.2,1038.4,1836.5,ok
43,cam3,756.6,999.9,1756.5,ok
44,cam4,756.7,1000.1,1756.7,ok
45,cam1,756.0,999.8,1755.8,ok
46,cam2,799.2,1038.6,1837.8,ok
47,cam3,755.9,1039.9,1795.9,ok
48,cam4,759.5,995.7,1755.2,ok
49,cam1,756.8,999.7,1756.5,ok
50,cam2,838.2,999.2,1837.4,ok
51,cam3,717.6,1040.5,1758.1,ok
52,cam4,757.1,999.1,1756.1,ok
53,cam1,756.8,999.5,1756.3,ok
54,cam2,761.3,1035.3,1796.6,ok
55,cam3,757.3,1000.0,1757.3,ok
56,cam4,760.7,996.0,1756.7,ok
57,cam1,797.2,999.9,1797.0,ok
58,cam2,797.6,1040.0,1837.6,ok
59,cam3,716.1,1040.2,1756.3,ok
60,cam4,758.0,999.2,1757.2,ok
61,cam1,836.7,960.1,1796.8,ok
62,cam2,798.8,996.9,1795.8,ok
63,cam3,757.5,1000.2,1757.7,ok
64,cam4,797.9,1038.7,1836.6,ok
65,cam1,753.6,1040.1,1793.7,ok
66,cam2,798.7,998.1,1796.8,ok
67,cam3,714.5,1040.0,1754.5,ok
68,cam4,756.6,1040.3,1796.9,ok
69,cam1,756.1,1000.9,1757.1,ok
70,cam2,798.9,998.2,1797.1,ok
71,cam3,757.0,1000.5,1757.5,ok
72,cam4,759.7,1036.9,1796.5,ok
73,cam1,796.6,999.9,1796.5,ok
74,cam2,757.2,1039.7,1796.9,ok
75,cam3,796.6,960.2,1756.8,ok
76,cam4,797.2,998.7,1795.9,ok
77,cam1,796.6,1000.5,1797.1,ok
78,cam2,797.3,998.8,1796.1,ok
79,cam3,755.6,1000.1,1755.7,ok
80,cam4,797.5,999.0,1796.6,ok
81,cam1,755.7,1003.3,1759.0,ok
82,cam2,796.8,999.9,1796.8,ok
83,cam3,755.4,1000.7,1756.1,ok
84,cam4,760.5,1076.2,1836.7,ok
85,cam1,757.3,999.6,1756.8,ok
86,cam2,798.9,997.9,1796.7,ok
87,cam3,797.3,1000.6,1797.9,ok
88,cam4,759.8,996.9,1756.7,ok
89,cam1,758.5,1039.3,1797.8,ok
90,cam2,760.8,995.7,1756.5,ok
91,cam3,757.0,1039.6,1796.6,ok
92,cam4,757.6,1000.4,1758.0,ok
93,cam1,796.4,1000.1,1796.5,ok
94,cam2,758.3,998.5,1756.8,ok
95,cam3,757.7,1000.2,1758.0,ok
96,cam4,792.2,1000.4,1792.6,ok
97,cam1,756.9,999.9,1756.8,ok
98,cam2,798.4,999.5,1797.9,ok
99,cam3,756.7,1000.4,1757.1,ok
100,cam4,759.0,997.7,1756.8,ok
