group,metric,n,min,q1,median,q3,p95,p99,max,mean,std
ALL,cpu_pct,1439,80.8,89.4,90.8,96.6,98.0,98.462,99.0,92.129,3.626
ALL,ram_pct,1439,9.8,10.3,10.5,10.6,10.7,10.8,10.8,10.467,0.202
4_cams,cpu_pct,1439,80.8,89.4,90.8,96.6,98.0,98.462,99.0,92.129,3.626
4_cams,ram_pct,1439,9.8,10.3,10.5,10.6,10.7,10.8,10.8,10.467,0.202
