group,metric,n,min,q1,median,q3,p95,p99,max,mean,std
ALL,cpu_pct,1439,83.3,85.7,86.5,87.7,95.4,95.8,97.5,88.096,3.791
ALL,ram_pct,1439,11.5,11.9,12.0,12.1,12.2,12.3,12.3,12.001,0.128
4_cams,cpu_pct,1439,83.3,85.7,86.5,87.7,95.4,95.8,97.5,88.096,3.791
4_cams,ram_pct,1439,11.5,11.9,12.0,12.1,12.2,12.3,12.3,12.001,0.128
