iteration,from,to,latency_ms,status
1,cam1,cam2,244.1,ok
2,cam2,cam3,254.1,ok
3,cam3,cam4,256.0,ok
4,cam4,cam1,254.5,ok
5,cam1,cam2,251.7,ok
6,cam2,cam3,255.6,ok
7,cam3,cam4,260.0,ok
8,cam4,cam1,250.4,ok
9,cam1,cam2,251.1,ok
10,cam2,cam3,255.5,ok
11,cam3,cam4,253.4,ok
12,cam4,cam1,253.7,ok
13,cam1,cam2,258.0,ok
14,cam2,cam3,254.3,ok
15,cam3,cam4,248.6,ok
16,cam4,cam1,254.2,ok
17,cam1,cam2,255.0,ok
18,cam2,cam3,256.3,ok
19,cam3,cam4,255.9,ok
20,cam4,cam1,256.9,ok
21,cam1,cam2,251.0,ok
22,cam2,cam3,249.2,ok
23,cam3,cam4,257.7,ok
24,cam4,cam1,249.4,ok
25,cam1,cam2,254.7,ok
26,cam2,cam3,250.6,ok
27,cam3,cam4,256.1,ok
28,cam4,cam1,256.5,ok
29,cam1,cam2,247.4,ok
30,cam2,cam3,254.2,ok
31,cam3,cam4,259.1,ok
32,cam4,cam1,255.2,ok
33,cam1,cam2,252.5,ok
34,cam2,cam3,253.3,ok
35,cam3,cam4,248.9,ok
36,cam4,cam1,254.6,ok
37,cam1,cam2,252.0,ok
38,cam2,cam3,252.4,ok
39,cam3,cam4,253.4,ok
40,cam4,cam1,257.0,ok
41,cam1,cam2,248.7,ok
42,cam2,cam3,254.3,ok
43,cam3,cam4,257.2,ok
44,cam4,cam1,252.0,ok
45,cam1,cam2,247.9,ok
46,cam2,cam3,252.0,ok
47,cam3,cam4,252.4,ok
48,cam4,cam1,255.0,ok
49,cam1,cam2,256.6,ok
50,cam2,cam3,253.9,ok
51,cam3,cam4,254.6,ok
52,cam4,cam1,249.4,ok
53,cam1,cam2,259.2,ok
54,cam2,cam3,251.1,ok
55,cam3,cam4,254.5,ok
56,cam4,cam1,255.1,ok
57,cam1,cam2,255.3,ok
58,cam2,cam3,255.1,ok
59,cam3,cam4,253.2,ok
60,cam4,cam1,252.6,ok
61,cam1,cam2,259.0,ok
62,cam2,cam3,250.5,ok
63,cam3,cam4,256.1,ok
64,cam4,cam1,256.7,ok
65,cam1,cam2,253.5,ok
66,cam2,cam3,253.7,ok
67,cam3,cam4,253.5,ok
68,cam4,cam1,257.0,ok
69,cam1,cam2,251.7,ok
70,cam2,cam3,253.2,ok
71,cam3,cam4,255.7,ok
72,cam4,cam1,253.2,ok
73,cam1,cam2,259.0,ok
74,cam2,cam3,252.0,ok
75,cam3,cam4,247.9,ok
76,cam4,cam1,255.8,ok
77,cam1,cam2,249.9,ok
78,cam2,cam3,256.8,ok
79,cam3,cam4,253.2,ok
80,cam4,cam1,250.2,ok
81,cam1,cam2,254.6,ok
82,cam2,cam3,255.1,ok
83,cam3,cam4,255.9,ok
84,cam4,cam1,249.0,ok
85,cam1,cam2,252.5,ok
86,cam2,cam3,253.3,ok
87,cam3,cam4,255.4,ok
88,cam4,cam1,257.9,ok
89,cam1,cam2,251.5,ok
90,cam2,cam3,258.9,ok
91,cam3,cam4,247.0,ok
92,cam4,cam1,254.6,ok
93,cam1,cam2,257.4,ok
94,cam2,cam3,249.9,ok
95,cam3,cam4,258.5,ok
96,cam4,cam1,254.2,ok
97,cam1,cam2,251.2,ok
98,cam2,cam3,253.7,ok
99,cam3,cam4,254.8,ok
100,cam4,cam1,257.2,ok
