iteration,from,to,latency_ms,status
1,fs,sbs,291.3,ok
2,sbs,fs,257.1,ok
3,fs,sbs,297.2,ok
4,sbs,fs,254.7,ok
5,fs,sbs,297.0,ok
6,sbs,fs,256.0,ok
7,fs,sbs,297.1,ok
8,sbs,fs,256.8,ok
9,fs,sbs,297.8,ok
10,sbs,fs,256.0,ok
11,fs,sbs,296.4,ok
12,sbs,fs,257.1,ok
13,fs,sbs,296.2,ok
14,sbs,fs,257.6,ok
15,fs,sbs,296.7,ok
16,sbs,fs,254.9,ok
17,fs,sbs,255.4,ok
18,sbs,fs,257.8,ok
19,fs,sbs,299.1,ok
20,sbs,fs,254.2,ok
21,fs,sbs,295.6,ok
22,sbs,fs,258.0,ok
23,fs,sbs,297.4,ok
24,sbs,fs,253.3,ok
25,fs,sbs,297.9,ok
26,sbs,fs,257.7,ok
27,fs,sbs,295.1,ok
28,sbs,fs,255.4,ok
29,fs,sbs,298.0,ok
30,sbs,fs,256.3,ok
31,fs,sbs,300.2,ok
32,sbs,fs,256.6,ok
33,fs,sbs,295.3,ok
34,sbs,fs,257.2,ok
35,fs,sbs,298.3,ok
36,sbs,fs,255.4,ok
37,fs,sbs,294.5,ok
38,sbs,fs,256.7,ok
39,fs,sbs,256.9,ok
40,sbs,fs,255.6,ok
41,fs,sbs,298.1,ok
42,sbs,fs,255.1,ok
43,fs,sbs,296.0,ok
44,sbs,fs,253.9,ok
45,fs,sbs,297.4,ok
46,sbs,fs,256.0,ok
47,fs,sbs,297.3,ok
48,sbs,fs,256.2,ok
49,fs,sbs,298.3,ok
50,sbs,fs,257.2,ok
51,fs,sbs,297.1,ok
52,sbs,fs,255.9,ok
53,fs,sbs,298.0,ok
54,sbs,fs,256.0,ok
55,fs,sbs,296.7,ok
56,sbs,fs,256.9,ok
57,fs,sbs,295.9,ok
58,sbs,fs,256.8,ok
59,fs,sbs,297.6,ok
60,sbs,fs,255.6,ok
61,fs,sbs,298.4,ok
62,sbs,fs,256.3,ok
63,fs,sbs,297.2,ok
64,sbs,fs,254.8,ok
65,fs,sbs,297.2,ok
66,sbs,fs,255.9,ok
67,fs,sbs,297.5,ok
68,sbs,fs,256.3,ok
69,fs,sbs,297.6,ok
70,sbs,fs,256.3,ok
71,fs,sbs,297.7,ok
72,sbs,fs,259.2,ok
73,fs,sbs,295.2,ok
74,sbs,fs,254.9,ok
75,fs,sbs,297.6,ok
76,sbs,fs,255.3,ok
77,fs,sbs,299.1,ok
78,sbs,fs,254.2,ok
79,fs,sbs,296.7,ok
80,sbs,fs,257.9,ok
81,fs,sbs,296.3,ok
82,sbs,fs,257.1,ok
83,fs,sbs,298.0,ok
84,sbs,fs,255.3,ok
85,fs,sbs,294.7,ok
86,sbs,fs,257.2,ok
87,fs,sbs,294.9,ok
88,sbs,fs,256.4,ok
89,fs,sbs,296.3,ok
90,sbs,fs,257.3,ok
91,fs,sbs,298.4,ok
92,sbs,fs,254.3,ok
93,fs,sbs,298.1,ok
94,sbs,fs,257.3,ok
95,fs,sbs,298.5,ok
96,sbs,fs,259.0,ok
97,fs,sbs,292.7,ok
98,sbs,fs,256.2,ok
99,fs,sbs,297.4,ok
100,sbs,fs,257.4,ok
